"165","216","3","424","425","426","427","428","429","430","431","BLC","COM","IMP","NUL","REC","hora_proceso","numero","url"
0,19,13,4,2,1,20,16,23,10,69,66,0,0,0,0,"2023-04-19 11:00:01","221","https://rionegro.datosoficiales.com/resultados/RN/5/2942/5/221/LRP.json"
0,8,18,7,3,1,13,15,31,15,52,88,0,0,0,0,"2023-04-19 11:00:01","222","https://rionegro.datosoficiales.com/resultados/RN/5/2942/5/222/LRP.json"
1,0,13,7,3,1,27,0,31,7,58,105,0,0,0,0,"2023-04-19 11:25:01","223","https://rionegro.datosoficiales.com/resultados/RN/5/2942/5/223/LRP.json"
1,9,8,4,8,2,7,6,32,14,49,55,0,0,10,0,"2023-04-19 11:00:01","212","https://rionegro.datosoficiales.com/resultados/RN/5/2942/6/212/LRP.json"
2,15,18,1,3,1,18,14,34,12,55,70,0,0,0,0,"2023-04-19 11:00:01","213","https://rionegro.datosoficiales.com/resultados/RN/5/2942/6/213/LRP.json"
2,24,10,2,1,8,2,7,37,11,50,64,0,0,4,0,"2023-04-20 14:00:02","214","https://rionegro.datosoficiales.com/resultados/RN/5/2942/6/214/LRP.json"
2,26,13,2,3,2,10,9,43,12,61,62,0,0,3,0,"2023-04-19 11:00:01","215","https://rionegro.datosoficiales.com/resultados/RN/5/2942/6/215/LRP.json"
1,29,16,3,1,1,11,10,37,12,57,55,0,0,7,0,"2023-04-19 11:00:01","216","https://rionegro.datosoficiales.com/resultados/RN/5/2942/6/216/LRP.json"
0,22,17,7,2,1,14,14,45,13,45,57,0,0,3,0,"2023-04-19 11:00:01","217","https://rionegro.datosoficiales.com/resultados/RN/5/2942/6/217/LRP.json"
0,21,14,1,2,3,6,13,33,10,65,62,0,0,4,0,"2023-04-19 11:00:01","224","https://rionegro.datosoficiales.com/resultados/RN/5/2942/7/224/LRP.json"
1,13,13,3,3,3,33,14,34,11,48,63,0,0,0,0,"2023-04-19 11:00:01","225","https://rionegro.datosoficiales.com/resultados/RN/5/2942/7/225/LRP.json"
0,13,15,3,3,1,26,8,32,12,59,55,0,0,4,0,"2023-04-19 11:00:01","226","https://rionegro.datosoficiales.com/resultados/RN/5/2942/7/226/LRP.json"
0,18,9,2,2,0,21,9,31,17,67,68,0,0,0,0,"2023-04-19 11:00:01","227","https://rionegro.datosoficiales.com/resultados/RN/5/2942/7/227/LRP.json"
0,20,17,4,3,6,16,8,24,5,64,68,0,0,3,0,"2023-04-19 11:00:01","228","https://rionegro.datosoficiales.com/resultados/RN/5/2942/7/228/LRP.json"
2,18,9,4,3,2,19,17,19,10,88,54,0,0,0,0,"2023-04-19 11:00:01","200","https://rionegro.datosoficiales.com/resultados/RN/5/2942/8/200/LRP.json"
5,15,22,3,3,0,12,15,27,3,9,113,0,0,3,0,"2023-04-19 11:00:01","201","https://rionegro.datosoficiales.com/resultados/RN/5/2942/8/201/LRP.json"
1,25,18,3,2,2,24,12,32,13,47,54,0,0,12,0,"2023-04-19 11:00:01","202","https://rionegro.datosoficiales.com/resultados/RN/5/2942/8/202/LRP.json"
1,9,15,2,3,0,16,10,31,8,71,62,0,0,1,0,"2023-04-20 13:25:01","203","https://rionegro.datosoficiales.com/resultados/RN/5/2942/8/203/LRP.json"
0,21,11,0,2,6,14,17,30,16,69,48,0,0,17,0,"2023-04-19 11:00:01","204","https://rionegro.datosoficiales.com/resultados/RN/5/2942/8/204/LRP.json"
2,17,20,6,1,3,18,16,29,5,50,51,0,0,9,0,"2023-04-19 11:00:01","205","https://rionegro.datosoficiales.com/resultados/RN/5/2942/8/205/LRP.json"
8,9,13,4,3,3,46,11,67,8,43,6,0,0,8,0,"2023-04-26 08:50:01","278","https://rionegro.datosoficiales.com/resultados/RN/5/2943/1/278/LRP.json"
4,7,6,2,1,2,48,8,60,11,57,7,0,0,13,0,"2023-04-19 12:25:01","279","https://rionegro.datosoficiales.com/resultados/RN/5/2943/1/279/LRP.json"
1,9,1,4,5,4,41,24,50,6,68,8,0,0,7,0,"2023-04-19 14:00:01","280","https://rionegro.datosoficiales.com/resultados/RN/5/2943/1/280/LRP.json"
2,9,12,6,0,1,37,8,52,12,64,11,0,0,1,0,"2023-04-21 11:25:01","281","https://rionegro.datosoficiales.com/resultados/RN/5/2943/1/281/LRP.json"
1,9,11,5,3,1,41,13,45,16,77,9,0,0,3,0,"2023-04-19 11:00:01","272","https://rionegro.datosoficiales.com/resultados/RN/5/2943/2/272/LRP.json"
6,9,17,8,1,3,42,7,64,12,43,12,0,0,5,0,"2023-04-20 14:25:01","273","https://rionegro.datosoficiales.com/resultados/RN/5/2943/2/273/LRP.json"
6,4,12,4,3,6,38,6,44,7,63,11,0,0,10,0,"2023-04-19 11:00:01","274","https://rionegro.datosoficiales.com/resultados/RN/5/2943/2/274/LRP.json"
1,6,13,6,3,3,33,3,44,11,74,11,0,0,7,0,"2023-04-19 11:50:01","275","https://rionegro.datosoficiales.com/resultados/RN/5/2943/2/275/LRP.json"
2,4,5,5,4,3,38,5,53,14,77,11,0,0,0,0,"2023-04-19 12:25:01","276","https://rionegro.datosoficiales.com/resultados/RN/5/2943/2/276/LRP.json"
2,6,7,9,3,2,42,8,53,8,50,28,0,0,0,0,"2023-04-19 11:50:01","277","https://rionegro.datosoficiales.com/resultados/RN/5/2943/2/277/LRP.json"
5,8,7,8,7,1,41,10,43,14,62,21,0,0,0,0,"2023-04-19 11:25:01","282","https://rionegro.datosoficiales.com/resultados/RN/5/2943/3/282/LRP.json"
2,9,15,7,3,3,40,11,47,11,75,18,0,0,0,0,"2023-04-19 11:00:01","283","https://rionegro.datosoficiales.com/resultados/RN/5/2943/3/283/LRP.json"
4,13,7,14,4,2,48,9,45,9,47,23,0,0,0,0,"2023-04-19 11:00:01","284","https://rionegro.datosoficiales.com/resultados/RN/5/2943/3/284/LRP.json"
2,9,10,9,1,2,23,11,54,12,67,17,0,0,1,0,"2023-04-19 11:00:01","285","https://rionegro.datosoficiales.com/resultados/RN/5/2943/3/285/LRP.json"
3,11,9,8,1,5,34,10,49,12,52,1,0,0,9,0,"2023-04-20 14:25:01","266","https://rionegro.datosoficiales.com/resultados/RN/5/2943/4/266/LRP.json"
1,13,18,3,3,2,31,15,54,10,64,12,0,0,1,0,"2023-04-19 11:25:01","267","https://rionegro.datosoficiales.com/resultados/RN/5/2943/4/267/LRP.json"
0,9,12,5,4,2,44,11,41,12,47,1,0,0,8,0,"2023-04-19 12:50:01","268","https://rionegro.datosoficiales.com/resultados/RN/5/2943/4/268/LRP.json"
6,7,9,7,1,3,23,6,61,25,61,13,0,0,3,0,"2023-04-19 12:25:01","269","https://rionegro.datosoficiales.com/resultados/RN/5/2943/4/269/LRP.json"
3,7,11,13,0,1,40,9,58,5,60,19,0,0,1,0,"2023-04-19 14:00:01","270","https://rionegro.datosoficiales.com/resultados/RN/5/2943/4/270/LRP.json"
2,10,7,2,4,5,35,6,49,8,67,19,0,0,9,0,"2023-04-19 11:00:01","271","https://rionegro.datosoficiales.com/resultados/RN/5/2943/4/271/LRP.json"
0,0,4,1,1,1,3,0,3,17,38,4,0,0,0,0,"2023-04-19 11:00:01","297","https://rionegro.datosoficiales.com/resultados/RN/5/2944/1/297/LRP.json"
0,0,5,0,0,0,5,1,6,2,55,0,0,0,0,0,"2023-04-21 13:50:01","301","https://rionegro.datosoficiales.com/resultados/RN/5/2945/1/301/LRP.json"
0,0,1,0,0,0,2,1,1,3,36,8,0,0,0,0,"2023-04-19 11:25:01","303","https://rionegro.datosoficiales.com/resultados/RN/5/2946/1/303/LRP.json"
0,0,2,0,1,0,0,0,0,3,33,2,0,0,0,0,"2023-04-19 11:00:01","298","https://rionegro.datosoficiales.com/resultados/RN/5/2947/1/298/LRP.json"
0,0,1,0,0,0,2,4,2,8,46,15,0,0,0,0,"2023-04-19 11:00:01","300","https://rionegro.datosoficiales.com/resultados/RN/5/2948/1/300/LRP.json"
3,2,55,8,4,3,7,14,30,21,39,23,0,0,8,0,"2023-04-20 14:25:01","292","https://rionegro.datosoficiales.com/resultados/RN/5/2949/1/292/LRP.json"
0,4,52,4,6,1,14,12,22,27,58,11,0,0,2,0,"2023-04-19 11:00:01","293","https://rionegro.datosoficiales.com/resultados/RN/5/2949/1/293/LRP.json"
2,3,55,12,4,5,19,18,26,34,47,11,0,0,6,0,"2023-04-19 11:00:01","294","https://rionegro.datosoficiales.com/resultados/RN/5/2949/1/294/LRP.json"
3,5,34,7,2,1,4,8,15,12,22,8,0,0,5,0,"2023-04-19 11:00:01","295","https://rionegro.datosoficiales.com/resultados/RN/5/2949/1/295/LRP.json"
3,5,26,2,0,4,15,6,23,17,33,5,0,0,2,0,"2023-04-22 10:25:01","296","https://rionegro.datosoficiales.com/resultados/RN/5/2949/1/296/LRP.json"
3,5,58,5,5,2,10,7,24,24,67,1,0,0,6,0,"2023-04-19 11:00:01","286","https://rionegro.datosoficiales.com/resultados/RN/5/2949/2/286/LRP.json"
2,5,3,10,1,3,13,11,21,31,112,4,0,0,6,0,"2023-04-19 11:00:01","287","https://rionegro.datosoficiales.com/resultados/RN/5/2949/2/287/LRP.json"
2,6,49,10,5,4,18,8,43,23,42,21,0,0,10,0,"2023-04-26 08:50:01","288","https://rionegro.datosoficiales.com/resultados/RN/5/2949/2/288/LRP.json"
6,4,55,2,3,1,10,13,32,26,41,12,0,0,8,0,"2023-04-19 11:00:01","289","https://rionegro.datosoficiales.com/resultados/RN/5/2949/2/289/LRP.json"
3,6,49,8,3,7,14,8,22,28,57,14,0,0,9,0,"2023-04-21 12:00:01","290","https://rionegro.datosoficiales.com/resultados/RN/5/2949/2/290/LRP.json"
1,10,41,12,3,1,20,8,36,29,61,9,0,0,8,0,"2023-04-21 14:25:01","291","https://rionegro.datosoficiales.com/resultados/RN/5/2949/2/291/LRP.json"
0,0,3,23,0,1,3,1,0,2,29,6,0,0,0,0,"2023-04-19 12:50:01","302","https://rionegro.datosoficiales.com/resultados/RN/5/3982/1/302/LRP.json"
0,2,1,7,1,1,3,2,10,85,162,21,0,0,2,0,"2023-04-19 11:00:01","309","https://rionegro.datosoficiales.com/resultados/RN/6/2918/1/309/LRP.json"
0,1,1,16,0,0,1,3,9,67,154,30,0,0,2,0,"2023-04-19 14:25:01","310","https://rionegro.datosoficiales.com/resultados/RN/6/2918/1/310/LRP.json"
0,0,1,3,0,0,0,0,6,50,98,17,0,0,2,0,"2023-04-19 14:25:01","311","https://rionegro.datosoficiales.com/resultados/RN/6/2918/1/311/LRP.json"
0,0,0,30,0,0,1,0,1,0,89,11,0,0,0,0,"2023-04-19 11:50:01","316","https://rionegro.datosoficiales.com/resultados/RN/6/2919/1/316/LRP.json"
0,1,7,2,1,0,1,8,12,108,95,23,0,0,3,0,"2023-04-21 13:00:01","304","https://rionegro.datosoficiales.com/resultados/RN/6/2920/1/304/LRP.json"
2,2,9,2,1,0,3,6,22,76,131,17,0,0,0,0,"2023-04-19 11:00:01","305","https://rionegro.datosoficiales.com/resultados/RN/6/2920/1/305/LRP.json"
2,2,5,3,5,1,1,5,18,108,91,27,0,0,0,0,"2023-04-19 11:00:01","306","https://rionegro.datosoficiales.com/resultados/RN/6/2920/1/306/LRP.json"
0,1,4,2,2,0,1,7,10,102,62,11,0,0,2,0,"2023-04-20 09:50:01","307","https://rionegro.datosoficiales.com/resultados/RN/6/2920/1/307/LRP.json"
0,0,6,1,0,1,1,3,9,68,82,13,0,0,1,0,"2023-04-19 11:00:01","308","https://rionegro.datosoficiales.com/resultados/RN/6/2920/1/308/LRP.json"
0,2,0,8,0,0,0,0,1,38,39,3,0,0,0,0,"2023-04-19 14:25:01","313","https://rionegro.datosoficiales.com/resultados/RN/6/2921/1/313/LRP.json"
0,0,0,8,0,0,0,0,0,38,40,0,0,0,0,0,"2023-04-19 12:50:01","314","https://rionegro.datosoficiales.com/resultados/RN/6/2922/1/314/LRP.json"
1,0,1,1,2,0,8,2,4,11,93,16,0,0,0,0,"2023-04-19 13:25:01","360","https://rionegro.datosoficiales.com/resultados/RN/6/2932/1/360/LRP.json"
0,0,1,2,0,0,0,0,48,0,54,18,0,0,0,0,"2023-04-22 10:25:01","335","https://rionegro.datosoficiales.com/resultados/RN/6/2950/1/335/LRP.json"
0,0,4,0,0,0,36,0,17,5,29,17,0,0,1,0,"2023-04-19 13:25:01","359","https://rionegro.datosoficiales.com/resultados/RN/6/2951/1/359/LRP.json"
1,0,3,0,0,0,15,1,9,9,66,8,0,0,2,0,"2023-04-19 11:25:01","334","https://rionegro.datosoficiales.com/resultados/RN/6/2952/1/334/LRP.json"
0,2,0,1,0,0,1,3,4,54,86,22,0,0,1,0,"2023-04-19 11:25:01","336","https://rionegro.datosoficiales.com/resultados/RN/6/2953/1/336/LRP.json"
1,5,25,4,3,1,24,15,46,14,40,21,0,0,11,0,"2023-04-19 11:00:01","346","https://rionegro.datosoficiales.com/resultados/RN/6/2954/1/346/LRP.json"
1,0,19,0,5,3,6,23,52,28,36,25,0,0,5,0,"2023-04-19 11:25:01","347","https://rionegro.datosoficiales.com/resultados/RN/6/2954/1/347/LRP.json"
2,6,34,3,4,2,21,22,38,20,47,21,0,0,7,0,"2023-04-19 11:00:01","348","https://rionegro.datosoficiales.com/resultados/RN/6/2954/1/348/LRP.json"
1,2,28,6,6,5,15,26,41,23,42,16,0,0,9,0,"2023-04-19 11:00:01","349","https://rionegro.datosoficiales.com/resultados/RN/6/2954/1/349/LRP.json"
2,3,27,1,6,3,13,18,35,23,60,16,0,0,8,0,"2023-04-19 11:00:01","350","https://rionegro.datosoficiales.com/resultados/RN/6/2954/1/350/LRP.json"
1,0,58,4,3,0,22,17,58,23,40,5,0,0,8,0,"2023-04-19 14:00:01","351","https://rionegro.datosoficiales.com/resultados/RN/6/2954/1/351/LRP.json"
0,3,26,4,2,1,15,29,58,19,37,27,0,0,3,0,"2023-04-19 11:25:01","340","https://rionegro.datosoficiales.com/resultados/RN/6/2954/2/340/LRP.json"
0,5,16,4,1,6,25,18,50,19,63,21,0,0,8,0,"2023-04-20 14:00:02","341","https://rionegro.datosoficiales.com/resultados/RN/6/2954/2/341/LRP.json"
1,4,27,4,8,7,15,17,47,15,48,21,0,0,5,0,"2023-04-19 11:50:01","342","https://rionegro.datosoficiales.com/resultados/RN/6/2954/2/342/LRP.json"
2,3,14,2,4,9,18,25,47,25,33,30,0,0,0,0,"2023-04-19 11:50:01","343","https://rionegro.datosoficiales.com/resultados/RN/6/2954/2/343/LRP.json"
2,2,28,2,1,9,12,34,49,14,56,39,0,0,4,0,"2023-04-21 13:00:01","344","https://rionegro.datosoficiales.com/resultados/RN/6/2954/2/344/LRP.json"
1,1,25,4,4,2,10,31,36,18,32,32,0,0,7,0,"2023-04-19 11:50:01","345","https://rionegro.datosoficiales.com/resultados/RN/6/2954/2/345/LRP.json"
1,3,27,4,2,7,11,20,54,28,50,23,0,0,0,0,"2023-04-19 14:00:01","352","https://rionegro.datosoficiales.com/resultados/RN/6/2954/3/352/LRP.json"
0,3,22,1,2,3,26,16,51,25,38,29,0,0,9,0,"2023-04-26 12:50:01","353","https://rionegro.datosoficiales.com/resultados/RN/6/2954/3/353/LRP.json"
2,2,18,6,6,1,22,34,40,25,51,22,0,0,4,0,"2023-04-19 14:00:01","354","https://rionegro.datosoficiales.com/resultados/RN/6/2954/3/354/LRP.json"
1,3,42,2,0,4,17,22,37,22,51,16,0,0,7,0,"2023-04-19 13:25:01","355","https://rionegro.datosoficiales.com/resultados/RN/6/2954/3/355/LRP.json"
0,1,20,3,4,6,14,32,49,22,32,37,0,0,2,0,"2023-04-19 13:25:01","356","https://rionegro.datosoficiales.com/resultados/RN/6/2954/3/356/LRP.json"
1,0,11,8,4,1,6,20,28,11,34,17,0,0,2,0,"2023-04-19 13:25:01","357","https://rionegro.datosoficiales.com/resultados/RN/6/2954/3/357/LRP.json"
0,2,4,6,2,1,3,4,33,10,183,25,0,0,5,0,"2023-04-19 16:00:01","322","https://rionegro.datosoficiales.com/resultados/RN/6/2955/1/322/LRP.json"
1,1,2,2,1,1,4,5,28,12,159,36,0,0,0,0,"2023-04-19 11:00:01","323","https://rionegro.datosoficiales.com/resultados/RN/6/2955/1/323/LRP.json"
0,4,2,2,2,4,2,2,32,9,185,23,0,0,0,0,"2023-04-19 11:00:01","324","https://rionegro.datosoficiales.com/resultados/RN/6/2955/1/324/LRP.json"
1,2,0,2,0,0,0,2,22,7,102,10,0,0,5,0,"2023-04-19 11:00:01","325","https://rionegro.datosoficiales.com/resultados/RN/6/2955/1/325/LRP.json"
1,1,1,0,0,1,1,2,22,9,106,23,0,0,0,0,"2023-04-19 13:25:01","326","https://rionegro.datosoficiales.com/resultados/RN/6/2955/1/326/LRP.json"
0,2,6,2,2,1,4,2,30,7,189,29,0,0,0,0,"2023-04-19 11:00:01","317","https://rionegro.datosoficiales.com/resultados/RN/6/2955/2/317/LRP.json"
0,1,10,7,0,3,6,1,28,9,174,31,0,0,4,0,"2023-04-19 11:00:01","318","https://rionegro.datosoficiales.com/resultados/RN/6/2955/2/318/LRP.json"
0,5,7,3,1,1,3,4,37,13,156,26,0,0,4,0,"2023-04-19 11:00:01","319","https://rionegro.datosoficiales.com/resultados/RN/6/2955/2/319/LRP.json"
0,1,2,5,1,2,3,1,19,14,200,29,0,0,0,0,"2023-04-19 11:25:01","320","https://rionegro.datosoficiales.com/resultados/RN/6/2955/2/320/LRP.json"
2,2,4,6,3,0,2,8,37,9,152,22,0,0,3,0,"2023-04-19 11:25:01","321","https://rionegro.datosoficiales.com/resultados/RN/6/2955/2/321/LRP.json"
0,2,4,21,1,2,5,7,64,38,60,23,0,0,0,0,"2023-04-19 11:00:01","327","https://rionegro.datosoficiales.com/resultados/RN/6/2956/1/327/LRP.json"
2,3,11,12,1,1,8,5,67,33,66,31,0,0,4,0,"2023-04-19 11:25:01","328","https://rionegro.datosoficiales.com/resultados/RN/6/2956/1/328/LRP.json"
0,5,9,10,0,0,4,5,73,20,64,30,0,0,7,0,"2023-04-26 08:25:01","329","https://rionegro.datosoficiales.com/resultados/RN/6/2956/1/329/LRP.json"
0,3,7,9,4,0,8,7,63,35,61,35,0,0,0,0,"2023-04-19 11:00:01","330","https://rionegro.datosoficiales.com/resultados/RN/6/2956/1/330/LRP.json"
0,3,6,5,6,0,7,7,57,26,77,25,0,0,0,0,"2023-04-19 11:00:01","331","https://rionegro.datosoficiales.com/resultados/RN/6/2956/1/331/LRP.json"
1,1,7,5,2,1,7,7,78,21,21,27,0,0,0,0,"2023-04-19 11:00:01","332","https://rionegro.datosoficiales.com/resultados/RN/6/2956/1/332/LRP.json"
1,4,22,13,5,0,2,4,46,14,46,21,0,0,0,0,"2023-04-19 11:00:01","333","https://rionegro.datosoficiales.com/resultados/RN/6/2956/1/333/LRP.json"
0,0,0,1,0,0,1,0,28,1,36,4,0,0,0,0,"2023-04-22 10:25:01","337","https://rionegro.datosoficiales.com/resultados/RN/6/2958/1/337/LRP.json"
0,0,7,0,0,2,0,2,0,1,1,1,0,0,0,0,"2023-04-19 11:25:01","339","https://rionegro.datosoficiales.com/resultados/RN/6/4058/1/339/LRP.json"
0,0,1,0,0,0,53,1,0,3,51,1,0,0,0,0,"2023-04-19 11:50:01","312","https://rionegro.datosoficiales.com/resultados/RN/6/5040/1/312/LRP.json"
1,11,54,0,2,2,11,5,14,2,48,5,0,0,4,0,"2023-04-26 08:50:01","177","https://rionegro.datosoficiales.com/resultados/RN/7/2820/1/177/LRP.json"
2,4,48,1,0,1,5,6,14,3,44,5,0,0,0,0,"2023-04-19 11:00:01","178","https://rionegro.datosoficiales.com/resultados/RN/7/2820/1/178/LRP.json"
0,8,40,0,1,2,9,6,15,1,51,5,0,0,0,0,"2023-04-19 11:00:01","179","https://rionegro.datosoficiales.com/resultados/RN/7/2820/1/179/LRP.json"
0,14,9,3,7,2,17,10,24,27,56,21,0,0,0,0,"2023-04-19 11:00:01","170","https://rionegro.datosoficiales.com/resultados/RN/7/2824/1/170/LRP.json"
1,26,11,6,4,1,21,15,19,46,54,13,0,0,0,0,"2023-04-19 08:38:06","171","https://rionegro.datosoficiales.com/resultados/RN/7/2824/1/171/LRP.json"
2,18,5,3,5,0,29,17,20,38,59,10,0,0,0,0,"2023-04-19 11:00:01","172","https://rionegro.datosoficiales.com/resultados/RN/7/2824/1/172/LRP.json"
1,21,7,3,1,0,11,22,20,45,58,19,0,0,0,0,"2023-04-19 11:00:01","173","https://rionegro.datosoficiales.com/resultados/RN/7/2824/1/173/LRP.json"
0,21,3,3,2,1,16,5,24,41,72,18,0,0,0,0,"2023-04-19 11:00:01","174","https://rionegro.datosoficiales.com/resultados/RN/7/2824/1/174/LRP.json"
1,24,6,2,3,1,11,9,21,40,72,10,0,0,3,0,"2023-04-19 11:00:01","175","https://rionegro.datosoficiales.com/resultados/RN/7/2824/1/175/LRP.json"
1,31,16,10,2,1,19,5,38,20,62,29,0,0,62,0,"2023-04-19 11:50:01","160","https://rionegro.datosoficiales.com/resultados/RN/7/2825/1/160/LRP.json"
3,16,7,8,8,2,26,13,45,23,52,33,0,0,2,0,"2023-04-19 11:00:01","161","https://rionegro.datosoficiales.com/resultados/RN/7/2825/1/161/LRP.json"
2,21,17,8,9,1,21,14,30,34,62,21,0,0,0,0,"2023-04-19 11:00:01","162","https://rionegro.datosoficiales.com/resultados/RN/7/2825/1/162/LRP.json"
0,4,6,2,3,3,17,5,20,14,36,10,0,0,3,0,"2023-04-19 11:00:01","163","https://rionegro.datosoficiales.com/resultados/RN/7/2825/1/163/LRP.json"
2,9,6,3,6,3,14,7,23,11,38,7,0,0,2,0,"2023-04-19 08:38:06","164","https://rionegro.datosoficiales.com/resultados/RN/7/2825/1/164/LRP.json"
4,21,18,6,3,0,23,18,49,18,40,23,0,0,12,0,"2023-04-19 08:38:06","141","https://rionegro.datosoficiales.com/resultados/RN/7/2825/10/141/LRP.json"
1,20,16,11,4,3,17,11,35,22,58,25,0,0,7,0,"2023-04-19 11:00:01","142","https://rionegro.datosoficiales.com/resultados/RN/7/2825/10/142/LRP.json"
3,15,0,6,3,2,22,10,36,19,79,25,0,0,8,0,"2023-04-19 11:00:01","143","https://rionegro.datosoficiales.com/resultados/RN/7/2825/10/143/LRP.json"
3,22,20,7,3,6,21,11,39,16,55,20,0,0,7,0,"2023-04-19 08:38:06","144","https://rionegro.datosoficiales.com/resultados/RN/7/2825/10/144/LRP.json"
0,19,17,4,6,2,17,15,45,14,65,21,0,0,7,0,"2023-04-19 08:38:06","145","https://rionegro.datosoficiales.com/resultados/RN/7/2825/10/145/LRP.json"
1,9,12,6,4,2,11,10,34,18,41,16,0,0,5,0,"2023-04-19 08:38:06","146","https://rionegro.datosoficiales.com/resultados/RN/7/2825/10/146/LRP.json"
1,13,10,4,3,2,13,6,25,12,52,24,0,0,5,0,"2023-04-19 11:00:01","147","https://rionegro.datosoficiales.com/resultados/RN/7/2825/10/147/LRP.json"
0,14,19,8,3,2,16,9,29,30,56,34,0,0,14,0,"2023-04-19 08:38:06","31","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/31/LRP.json"
0,11,16,8,4,5,25,11,29,27,53,34,0,0,11,0,"2023-04-19 08:38:06","32","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/32/LRP.json"
1,15,17,5,1,5,13,14,38,22,54,35,0,0,7,0,"2023-04-19 11:25:01","33","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/33/LRP.json"
2,5,9,7,6,3,15,9,39,29,60,26,0,0,7,0,"2023-04-19 12:50:01","34","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/34/LRP.json"
7,10,16,8,1,1,26,10,47,26,41,31,0,0,10,0,"2023-04-19 12:50:01","35","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/35/LRP.json"
4,18,20,12,3,8,23,10,31,24,48,18,0,0,4,0,"2023-04-19 08:38:06","36","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/36/LRP.json"
2,17,11,9,4,5,25,11,21,24,58,34,0,0,2,0,"2023-04-25 14:00:01","37","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/37/LRP.json"
2,19,27,3,5,2,26,9,33,19,40,0,0,0,8,0,"2023-04-18 19:00:01","38","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/38/LRP.json"
2,12,4,1,1,2,18,12,25,39,45,42,0,0,0,0,"2023-04-19 08:38:06","148","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/148/LRP.json"
0,13,8,11,3,3,17,8,8,46,48,22,0,0,4,0,"2023-04-19 11:00:01","149","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/149/LRP.json"
1,10,11,6,3,3,18,6,12,48,40,0,0,0,0,0,"2023-04-19 12:50:01","150","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/150/LRP.json"
2,7,5,3,1,2,15,2,10,27,19,16,0,0,2,0,"2023-04-19 12:25:01","151","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/151/LRP.json"
1,8,3,5,1,2,9,2,13,28,13,13,0,0,0,0,"2023-04-19 08:38:06","152","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/152/LRP.json"
1,9,17,5,2,1,14,13,15,40,47,23,0,0,7,0,"2023-04-26 08:25:01","53","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/53/LRP.json"
3,4,13,5,2,2,22,12,19,39,46,28,0,0,9,0,"2023-04-19 08:38:06","54","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/54/LRP.json"
2,8,6,4,3,2,23,16,14,43,52,44,0,0,0,0,"2023-04-25 14:00:01","55","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/55/LRP.json"
1,2,14,6,2,1,33,11,10,39,28,38,0,0,5,0,"2023-04-19 08:38:06","56","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/56/LRP.json"
2,8,9,5,0,2,13,11,10,22,36,25,0,0,4,0,"2023-04-19 08:38:06","57","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/57/LRP.json"
2,5,8,2,2,2,8,5,12,28,40,25,0,0,0,0,"2023-04-19 08:38:06","58","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/58/LRP.json"
3,21,9,13,3,4,20,10,29,27,39,31,0,0,4,0,"2023-04-19 08:38:06","76","https://rionegro.datosoficiales.com/resultados/RN/7/2825/13/76/LRP.json"
1,21,8,11,2,2,13,10,33,22,78,28,0,0,7,0,"2023-04-19 08:38:06","77","https://rionegro.datosoficiales.com/resultados/RN/7/2825/13/77/LRP.json"
5,13,14,7,1,4,8,10,24,39,55,42,0,0,10,0,"2023-04-19 14:00:01","78","https://rionegro.datosoficiales.com/resultados/RN/7/2825/13/78/LRP.json"
1,16,11,11,3,2,23,13,25,27,70,42,0,0,0,0,"2023-04-19 08:38:06","79","https://rionegro.datosoficiales.com/resultados/RN/7/2825/13/79/LRP.json"
0,13,14,9,3,2,20,16,16,31,70,38,0,0,7,0,"2023-04-19 08:38:06","80","https://rionegro.datosoficiales.com/resultados/RN/7/2825/13/80/LRP.json"
3,12,15,10,4,2,16,7,37,28,50,33,0,0,4,0,"2023-04-19 08:38:06","81","https://rionegro.datosoficiales.com/resultados/RN/7/2825/13/81/LRP.json"
1,13,2,8,1,0,16,15,33,19,68,32,0,0,1,0,"2023-04-19 08:38:06","82","https://rionegro.datosoficiales.com/resultados/RN/7/2825/13/82/LRP.json"
4,28,28,7,3,1,15,11,28,22,48,37,0,0,9,0,"2023-04-19 08:38:06","59","https://rionegro.datosoficiales.com/resultados/RN/7/2825/14/59/LRP.json"
2,22,12,8,7,6,16,15,33,27,73,28,0,0,1,0,"2023-04-19 08:38:06","60","https://rionegro.datosoficiales.com/resultados/RN/7/2825/14/60/LRP.json"
