"165","216","424","425","426","427","428","429","430","431","BLC","COM","IMP","NUL","REC","hora_proceso","numero","url"
6,27,8,3,1,8,5,54,66,50,11,0,0,16,0,"2023-04-16 21:00:01","1137","https://rionegro.datosoficiales.com/resultados/RN/1/2903/20/1137/GOB.json"
5,25,9,12,6,29,16,48,51,52,4,0,0,7,0,"2023-04-16 21:05:02","1138","https://rionegro.datosoficiales.com/resultados/RN/1/2903/20/1138/GOB.json"
5,17,7,5,3,18,7,35,44,29,29,0,0,5,0,"2023-04-16 21:05:02","1139","https://rionegro.datosoficiales.com/resultados/RN/1/2903/20/1139/GOB.json"
1,7,11,7,4,12,15,56,38,20,10,0,0,6,0,"2023-04-16 21:00:01","1140","https://rionegro.datosoficiales.com/resultados/RN/1/2903/20/1140/GOB.json"
4,33,8,12,2,16,7,59,50,42,7,0,0,8,0,"2023-04-16 21:30:01","1115","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1115/GOB.json"
3,28,7,6,0,15,10,50,73,43,3,0,0,9,0,"2023-04-16 21:20:01","1116","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1116/GOB.json"
6,21,12,6,4,17,12,52,44,54,4,0,0,7,0,"2023-04-16 21:30:01","1117","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1117/GOB.json"
4,25,8,7,3,11,11,51,48,52,8,0,0,11,0,"2023-04-16 21:25:01","1118","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1118/GOB.json"
4,20,13,10,2,24,20,47,57,50,6,0,0,9,0,"2023-04-16 21:30:01","1119","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1119/GOB.json"
8,29,9,2,1,24,14,44,72,37,0,0,0,0,0,"2023-04-16 21:35:01","1120","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1120/GOB.json"
4,19,8,6,4,18,20,60,68,45,4,0,0,13,0,"2023-04-16 21:30:01","1121","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1121/GOB.json"
7,22,8,11,4,19,9,62,29,49,8,0,0,12,0,"2023-04-16 21:20:01","1122","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1122/GOB.json"
4,17,7,8,3,12,11,75,31,48,7,0,0,9,0,"2023-04-16 20:40:01","1141","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1141/GOB.json"
4,14,8,8,5,11,5,91,35,24,5,0,0,6,0,"2023-04-16 20:40:01","1142","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1142/GOB.json"
3,28,3,8,0,6,8,85,34,42,0,0,0,12,0,"2023-04-16 20:40:01","1143","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1143/GOB.json"
3,18,6,7,2,4,7,91,28,35,4,0,0,8,0,"2023-04-16 20:40:01","1144","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1144/GOB.json"
7,21,7,6,5,10,7,92,31,36,3,2,0,9,0,"2023-04-16 20:40:01","1145","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1145/GOB.json"
1,17,5,6,5,7,5,83,44,42,7,0,0,5,2,"2023-04-16 20:40:01","1146","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1146/GOB.json"
12,22,4,7,0,11,9,81,37,46,0,2,0,6,0,"2023-04-16 20:40:01","1147","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1147/GOB.json"
5,29,2,5,5,7,7,93,44,37,11,0,0,5,0,"2023-04-16 20:40:01","1148","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1148/GOB.json"
9,17,13,5,4,16,13,48,65,52,5,0,0,9,2,"2023-04-16 21:05:02","1247","https://rionegro.datosoficiales.com/resultados/RN/1/2903/23/1247/GOB.json"
4,15,9,5,0,16,12,58,58,63,2,1,0,8,0,"2023-04-16 21:05:02","1248","https://rionegro.datosoficiales.com/resultados/RN/1/2903/23/1248/GOB.json"
1,18,7,8,2,10,10,43,76,48,7,0,0,10,0,"2023-04-16 21:00:01","1249","https://rionegro.datosoficiales.com/resultados/RN/1/2903/23/1249/GOB.json"
3,26,10,7,1,21,17,43,50,55,11,0,0,6,1,"2023-04-16 21:00:01","1250","https://rionegro.datosoficiales.com/resultados/RN/1/2903/23/1250/GOB.json"
5,33,9,9,2,12,15,43,60,51,3,0,0,16,0,"2023-04-16 21:05:02","1251","https://rionegro.datosoficiales.com/resultados/RN/1/2903/23/1251/GOB.json"
5,27,12,7,3,10,11,61,51,68,4,0,0,5,0,"2023-04-16 21:05:02","1253","https://rionegro.datosoficiales.com/resultados/RN/1/2903/23/1253/GOB.json"
2,21,10,12,3,18,14,74,56,34,2,0,0,9,0,"2023-04-16 21:40:01","1184","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1184/GOB.json"
6,28,13,5,1,17,9,63,49,32,4,0,0,14,0,"2023-04-16 21:25:01","1185","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1185/GOB.json"
0,23,13,7,6,17,17,10,66,13,9,0,0,22,2,"2023-04-16 21:40:01","1186","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1186/GOB.json"
7,15,11,4,3,17,3,85,49,34,2,0,0,5,2,"2023-04-16 21:40:01","1187","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1187/GOB.json"
2,16,5,6,6,20,8,80,54,28,7,7,0,7,0,"2023-04-16 21:45:02","1188","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1188/GOB.json"
5,21,8,2,0,10,7,57,36,23,1,0,0,4,0,"2023-04-16 21:45:02","1189","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1189/GOB.json"
2,11,9,4,2,11,14,54,26,36,5,0,0,7,0,"2023-04-16 21:30:01","1190","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1190/GOB.json"
5,26,10,2,1,16,22,29,63,79,10,2,0,4,0,"2023-04-16 21:50:01","1301","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1301/GOB.json"
1,22,8,1,3,28,22,24,62,67,6,0,0,4,0,"2023-04-16 21:55:01","1302","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1302/GOB.json"
1,25,11,6,3,32,12,28,70,66,7,0,0,7,0,"2023-04-16 21:45:02","1303","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1303/GOB.json"
5,24,7,10,2,28,17,37,55,76,14,0,0,6,0,"2023-04-16 21:45:02","1304","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1304/GOB.json"
3,18,6,9,3,25,19,31,58,69,8,0,0,0,0,"2023-04-16 22:15:01","1305","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1305/GOB.json"
1,24,7,3,2,32,13,33,57,71,8,0,0,5,0,"2023-04-16 22:10:01","1306","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1306/GOB.json"
5,25,16,2,3,38,18,30,61,43,14,0,0,8,0,"2023-04-16 21:55:01","1307","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1307/GOB.json"
2,15,2,4,1,17,10,13,36,39,3,0,0,3,1,"2023-04-16 22:10:01","1308","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1308/GOB.json"
0,10,6,1,1,18,12,10,23,46,4,0,0,3,1,"2023-04-16 21:55:01","1309","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1309/GOB.json"
6,21,18,11,0,23,21,19,63,56,10,1,0,9,0,"2023-04-16 22:15:01","1257","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1257/GOB.json"
3,19,12,7,5,36,23,25,50,41,11,0,0,8,1,"2023-04-16 22:00:01","1258","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1258/GOB.json"
7,28,11,3,1,36,14,43,58,45,7,0,0,9,0,"2023-04-16 21:55:01","1259","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1259/GOB.json"
9,22,15,7,1,13,13,35,60,63,8,0,0,9,0,"2023-04-16 22:00:01","1260","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1260/GOB.json"
3,18,14,6,4,34,27,34,66,42,2,0,2,14,1,"2023-04-16 22:20:01","1261","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1261/GOB.json"
5,21,17,11,0,28,21,22,48,65,6,0,0,6,0,"2023-04-16 22:00:01","1262","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1262/GOB.json"
7,21,25,4,3,10,14,42,69,55,5,0,0,4,0,"2023-04-16 22:00:01","1263","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1263/GOB.json"
3,20,14,5,3,14,24,35,69,50,4,0,0,10,0,"2023-04-16 22:20:01","1264","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1264/GOB.json"
1,29,19,6,5,30,26,29,53,39,9,0,0,10,2,"2023-04-16 22:00:01","1265","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1265/GOB.json"
9,19,16,4,2,28,17,36,59,50,13,0,0,6,0,"2023-04-16 21:55:01","1278","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1278/GOB.json"
4,33,12,8,1,19,20,26,59,41,6,0,0,10,1,"2023-04-16 22:15:01","1279","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1279/GOB.json"
7,23,18,6,4,30,9,26,62,38,7,0,0,10,0,"2023-04-16 21:45:02","1280","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1280/GOB.json"
5,28,13,7,5,31,21,23,66,43,8,0,0,9,0,"2023-04-16 22:00:01","1281","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1281/GOB.json"
10,20,15,10,4,27,16,33,73,49,0,0,0,6,0,"2023-04-16 21:55:01","1283","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1283/GOB.json"
5,21,16,12,5,34,19,29,55,41,0,0,0,0,0,"2023-04-16 22:10:01","1284","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1284/GOB.json"
2,9,6,3,0,6,15,17,41,24,4,0,0,7,0,"2023-04-16 21:55:01","1285","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1285/GOB.json"
2,21,10,1,4,12,14,22,20,20,7,2,0,3,0,"2023-04-16 22:00:01","1286","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1286/GOB.json"
3,20,8,9,3,5,6,91,46,35,16,0,0,12,0,"2023-04-16 22:25:02","1092","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1092/GOB.json"
12,20,8,1,4,10,3,74,70,40,7,0,0,8,0,"2023-04-16 22:05:01","1093","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1093/GOB.json"
1,27,10,8,3,14,7,92,35,40,3,0,0,10,0,"2023-04-16 22:25:02","1094","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1094/GOB.json"
5,36,8,8,1,8,14,79,50,43,2,0,0,12,0,"2023-04-16 22:05:01","1095","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1095/GOB.json"
4,18,11,5,2,12,6,95,50,41,2,0,0,8,0,"2023-04-16 22:25:02","1096","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1096/GOB.json"
5,25,13,3,4,13,8,72,38,56,6,2,0,3,0,"2023-04-16 22:25:02","1097","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1097/GOB.json"
4,20,8,11,3,2,12,89,41,48,5,0,0,6,0,"2023-04-16 22:10:01","1098","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1098/GOB.json"
3,18,14,6,3,12,10,80,38,53,6,0,0,10,0,"2023-04-16 22:10:01","1099","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1099/GOB.json"
7,20,9,3,3,10,6,80,46,50,1,0,0,9,0,"2023-04-16 22:05:01","1100","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1100/GOB.json"
5,22,15,7,2,22,19,65,40,44,4,0,0,16,0,"2023-04-16 21:00:01","1075","https://rionegro.datosoficiales.com/resultados/RN/1/2903/29/1075/GOB.json"
3,22,18,12,3,15,16,59,51,35,4,0,0,17,0,"2023-04-16 21:00:01","1076","https://rionegro.datosoficiales.com/resultados/RN/1/2903/29/1076/GOB.json"
3,27,15,4,5,19,19,78,41,42,9,0,0,6,0,"2023-04-16 21:05:02","1077","https://rionegro.datosoficiales.com/resultados/RN/1/2903/29/1077/GOB.json"
9,18,21,6,6,33,11,82,43,29,7,0,0,3,0,"2023-04-16 21:05:02","1078","https://rionegro.datosoficiales.com/resultados/RN/1/2903/29/1078/GOB.json"
8,27,13,6,3,14,15,71,39,60,6,0,0,4,0,"2023-04-16 21:00:01","1079","https://rionegro.datosoficiales.com/resultados/RN/1/2903/29/1079/GOB.json"
5,25,13,7,2,18,9,69,44,54,1,0,0,9,2,"2023-04-16 21:00:01","1080","https://rionegro.datosoficiales.com/resultados/RN/1/2903/29/1080/GOB.json"
3,17,9,16,3,8,7,85,41,36,4,0,0,4,0,"2023-04-16 20:40:01","1162","https://rionegro.datosoficiales.com/resultados/RN/1/2903/3/1162/GOB.json"
1,20,4,6,4,9,8,86,42,33,12,0,0,6,0,"2023-04-16 20:40:01","1163","https://rionegro.datosoficiales.com/resultados/RN/1/2903/3/1163/GOB.json"
8,11,2,9,7,13,12,94,29,33,2,1,0,7,0,"2023-04-16 20:40:01","1164","https://rionegro.datosoficiales.com/resultados/RN/1/2903/3/1164/GOB.json"
9,17,10,7,2,17,10,78,27,36,5,0,0,11,0,"2023-04-16 20:40:01","1165","https://rionegro.datosoficiales.com/resultados/RN/1/2903/3/1165/GOB.json"
2,28,10,6,2,6,7,97,29,40,11,0,0,6,0,"2023-04-16 20:40:01","1166","https://rionegro.datosoficiales.com/resultados/RN/1/2903/3/1166/GOB.json"
7,9,3,3,2,4,5,44,36,29,6,0,0,7,0,"2023-04-16 20:40:01","1167","https://rionegro.datosoficiales.com/resultados/RN/1/2903/3/1167/GOB.json"
1,13,6,5,1,5,7,57,17,23,3,0,0,8,0,"2023-04-16 20:40:01","1168","https://rionegro.datosoficiales.com/resultados/RN/1/2903/3/1168/GOB.json"
3,25,4,9,5,11,4,82,24,35,20,0,0,3,0,"2023-04-16 20:40:01","1155","https://rionegro.datosoficiales.com/resultados/RN/1/2903/30/1155/GOB.json"
8,25,7,5,1,5,7,85,34,37,8,0,0,11,0,"2023-04-16 21:00:01","1156","https://rionegro.datosoficiales.com/resultados/RN/1/2903/30/1156/GOB.json"
3,25,10,13,2,11,4,78,33,34,4,0,0,5,0,"2023-04-16 20:40:01","1157","https://rionegro.datosoficiales.com/resultados/RN/1/2903/30/1157/GOB.json"
4,25,4,8,3,9,9,78,28,34,7,0,0,6,0,"2023-04-16 20:40:01","1158","https://rionegro.datosoficiales.com/resultados/RN/1/2903/30/1158/GOB.json"
4,23,7,6,3,8,11,98,41,29,3,0,0,4,0,"2023-04-16 21:00:01","1159","https://rionegro.datosoficiales.com/resultados/RN/1/2903/30/1159/GOB.json"
4,16,9,11,4,3,12,87,35,30,8,0,0,3,0,"2023-04-16 20:40:01","1160","https://rionegro.datosoficiales.com/resultados/RN/1/2903/30/1160/GOB.json"
4,28,5,9,2,5,1,101,34,47,5,0,0,4,0,"2023-04-16 20:40:01","1161","https://rionegro.datosoficiales.com/resultados/RN/1/2903/30/1161/GOB.json"
1,31,10,10,0,17,13,34,49,81,1,1,0,7,0,"2023-04-16 22:05:01","1086","https://rionegro.datosoficiales.com/resultados/RN/1/2903/31/1086/GOB.json"
7,24,12,12,1,30,7,48,59,46,5,0,0,5,0,"2023-04-16 22:20:01","1087","https://rionegro.datosoficiales.com/resultados/RN/1/2903/31/1087/GOB.json"
6,26,18,4,7,32,17,43,56,50,3,0,0,10,0,"2023-04-16 22:25:02","1088","https://rionegro.datosoficiales.com/resultados/RN/1/2903/31/1088/GOB.json"
2,31,10,7,2,16,27,51,58,53,6,0,0,7,0,"2023-04-16 22:05:01","1089","https://rionegro.datosoficiales.com/resultados/RN/1/2903/31/1089/GOB.json"
9,28,1,3,3,14,11,26,52,58,5,0,0,5,0,"2023-04-16 22:25:02","1090","https://rionegro.datosoficiales.com/resultados/RN/1/2903/31/1090/GOB.json"
3,18,18,9,1,20,10,52,30,32,9,0,0,4,0,"2023-04-16 22:10:01","1091","https://rionegro.datosoficiales.com/resultados/RN/1/2903/31/1091/GOB.json"
1,15,11,10,5,18,20,40,39,36,6,0,1,15,0,"2023-04-16 21:25:01","1294","https://rionegro.datosoficiales.com/resultados/RN/1/2903/32/1294/GOB.json"
4,33,10,5,1,24,17,44,62,54,6,0,0,5,2,"2023-04-16 21:30:01","1295","https://rionegro.datosoficiales.com/resultados/RN/1/2903/32/1295/GOB.json"
5,28,5,15,2,11,7,43,65,59,7,0,0,12,0,"2023-04-16 21:40:01","1296","https://rionegro.datosoficiales.com/resultados/RN/1/2903/32/1296/GOB.json"
5,29,9,7,2,22,22,38,58,59,7,0,0,14,0,"2023-04-16 21:25:01","1297","https://rionegro.datosoficiales.com/resultados/RN/1/2903/32/1297/GOB.json"
0,30,11,6,2,20,11,40,59,50,8,0,0,9,1,"2023-04-16 21:45:02","1298","https://rionegro.datosoficiales.com/resultados/RN/1/2903/32/1298/GOB.json"
5,22,16,4,1,29,30,33,44,62,6,0,0,5,1,"2023-04-16 21:45:02","1299","https://rionegro.datosoficiales.com/resultados/RN/1/2903/32/1299/GOB.json"
4,11,10,4,1,16,8,20,27,31,6,1,0,4,0,"2023-04-16 21:30:01","1300","https://rionegro.datosoficiales.com/resultados/RN/1/2903/32/1300/GOB.json"
0,15,10,7,3,15,10,108,30,55,9,2,0,7,0,"2023-04-16 21:25:01","1310","https://rionegro.datosoficiales.com/resultados/RN/1/2903/33/1310/GOB.json"
4,18,9,7,2,12,9,86,20,27,2,0,0,1,0,"2023-04-16 21:25:01","1311","https://rionegro.datosoficiales.com/resultados/RN/1/2903/33/1311/GOB.json"
3,23,4,3,1,10,5,57,13,27,3,0,0,4,4,"2023-04-16 21:25:01","1312","https://rionegro.datosoficiales.com/resultados/RN/1/2903/33/1312/GOB.json"
7,17,8,10,5,22,5,76,35,30,9,0,0,6,0,"2023-04-16 21:15:01","1175","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1175/GOB.json"
7,15,11,8,4,14,8,73,58,31,5,0,0,7,0,"2023-04-16 21:25:01","1176","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1176/GOB.json"
7,24,9,7,4,7,9,65,45,52,7,0,0,7,0,"2023-04-16 21:30:01","1177","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1177/GOB.json"
3,23,8,3,2,12,11,84,52,46,10,0,0,4,1,"2023-04-16 21:30:01","1178","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1178/GOB.json"
3,28,7,5,5,20,11,74,41,37,8,1,0,5,1,"2023-04-16 21:30:01","1179","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1179/GOB.json"
10,26,8,8,2,5,7,62,50,43,6,0,0,7,1,"2023-04-16 21:30:01","1180","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1180/GOB.json"
4,23,9,10,1,17,7,77,47,34,2,0,0,11,0,"2023-04-16 21:15:01","1181","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1181/GOB.json"
2,18,13,12,4,23,10,70,45,43,3,1,0,9,0,"2023-04-16 21:15:01","1182","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1182/GOB.json"
4,39,9,5,6,11,16,71,49,32,4,0,0,8,1,"2023-04-16 21:20:01","1213","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1213/GOB.json"
0,16,14,10,1,15,8,54,61,45,5,0,0,18,0,"2023-04-16 21:20:01","1214","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1214/GOB.json"
4,28,11,4,5,12,10,79,45,39,4,0,0,10,0,"2023-04-16 21:25:01","1215","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1215/GOB.json"
2,25,20,7,1,7,16,76,51,35,2,0,0,4,0,"2023-04-16 21:40:01","1216","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1216/GOB.json"
7,19,10,10,5,11,13,63,54,47,6,0,0,13,0,"2023-04-16 21:25:01","1217","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1217/GOB.json"
6,13,10,5,8,14,10,64,52,47,5,0,0,11,0,"2023-04-16 21:25:01","1218","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1218/GOB.json"
8,18,11,3,3,17,8,40,26,39,7,0,0,7,2,"2023-04-16 21:25:01","1219","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1219/GOB.json"
9,13,8,7,2,10,13,53,38,34,3,2,0,2,0,"2023-04-16 21:40:01","1220","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1220/GOB.json"
8,20,6,6,9,27,13,73,49,30,8,0,0,11,0,"2023-04-16 21:35:01","1081","https://rionegro.datosoficiales.com/resultados/RN/1/2903/4/1081/GOB.json"
8,30,10,7,5,28,16,72,42,44,7,0,0,7,0,"2023-04-16 21:20:01","1082","https://rionegro.datosoficiales.com/resultados/RN/1/2903/4/1082/GOB.json"
6,20,20,8,0,20,14,74,44,44,7,0,0,5,0,"2023-04-16 21:40:01","1083","https://rionegro.datosoficiales.com/resultados/RN/1/2903/4/1083/GOB.json"
7,32,9,7,6,24,18,61,57,31,4,0,0,5,0,"2023-04-16 21:20:01","1084","https://rionegro.datosoficiales.com/resultados/RN/1/2903/4/1084/GOB.json"
4,11,6,4,2,12,14,46,32,27,4,0,0,3,0,"2023-04-16 21:35:01","1085","https://rionegro.datosoficiales.com/resultados/RN/1/2903/4/1085/GOB.json"
7,28,20,3,6,32,27,24,34,42,25,0,0,7,1,"2023-04-16 22:00:01","1266","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1266/GOB.json"
3,20,22,7,2,25,13,33,63,48,10,0,0,6,0,"2023-04-16 22:00:01","1267","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1267/GOB.json"
4,24,20,6,3,24,21,21,60,45,8,0,0,11,0,"2023-04-16 22:00:01","1268","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1268/GOB.json"
4,27,22,6,3,28,14,35,53,46,3,0,0,17,0,"2023-04-16 22:00:01","1269","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1269/GOB.json"
3,20,16,8,6,26,12,36,55,49,9,0,0,16,0,"2023-04-16 22:00:01","1270","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1270/GOB.json"
4,36,14,4,3,28,15,26,66,36,7,2,0,13,0,"2023-04-16 22:20:01","1271","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1271/GOB.json"
5,15,13,4,2,34,17,35,64,43,5,0,0,6,0,"2023-04-16 22:20:01","1272","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1272/GOB.json"
6,24,12,6,5,41,17,28,55,56,7,0,0,9,0,"2023-04-16 22:35:01","1273","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1273/GOB.json"
5,28,22,4,5,18,17,16,76,48,4,0,0,9,0,"2023-04-16 22:20:01","1274","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1274/GOB.json"
5,23,21,2,5,18,21,32,51,51,7,0,0,13,1,"2023-04-16 22:20:01","1275","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1275/GOB.json"
7,19,23,1,3,35,21,34,53,41,9,0,0,5,0,"2023-04-16 22:05:01","1276","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1276/GOB.json"
7,17,20,6,4,25,24,28,61,49,14,0,0,11,0,"2023-04-16 22:05:01","1277","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1277/GOB.json"
7,20,14,5,1,15,8,83,45,48,2,0,0,2,0,"2023-04-16 22:10:01","1101","https://rionegro.datosoficiales.com/resultados/RN/1/2903/6/1101/GOB.json"
4,20,4,8,2,16,10,86,46,55,9,0,0,6,0,"2023-04-16 22:05:01","1102","https://rionegro.datosoficiales.com/resultados/RN/1/2903/6/1102/GOB.json"
3,35,15,11,4,8,11,67,34,46,1,0,0,11,0,"2023-04-16 22:20:01","1103","https://rionegro.datosoficiales.com/resultados/RN/1/2903/6/1103/GOB.json"
2,19,6,8,2,15,12,78,55,46,5,0,0,7,0,"2023-04-16 22:20:01","1104","https://rionegro.datosoficiales.com/resultados/RN/1/2903/6/1104/GOB.json"
9,22,12,10,2,11,11,61,54,50,2,0,0,7,0,"2023-04-16 22:20:01","1106","https://rionegro.datosoficiales.com/resultados/RN/1/2903/6/1106/GOB.json"
2,29,11,6,4,13,12,80,45,52,6,0,0,9,52,"2023-04-16 22:05:01","1107","https://rionegro.datosoficiales.com/resultados/RN/1/2903/6/1107/GOB.json"
4,20,13,8,4,0,13,50,63,65,7,0,0,5,1,"2023-04-16 20:50:01","1254","https://rionegro.datosoficiales.com/resultados/RN/1/2903/7/1254/GOB.json"
3,12,9,5,1,10,12,47,29,31,5,0,0,6,0,"2023-04-16 20:45:01","1255","https://rionegro.datosoficiales.com/resultados/RN/1/2903/7/1255/GOB.json"
4,19,12,3,2,13,11,42,30,30,7,0,0,4,0,"2023-04-16 20:45:01","1256","https://rionegro.datosoficiales.com/resultados/RN/1/2903/7/1256/GOB.json"
5,19,8,2,6,20,21,30,69,66,8,0,0,8,0,"2023-04-16 20:40:01","1066","https://rionegro.datosoficiales.com/resultados/RN/1/2903/8/1066/GOB.json"
0,31,13,2,3,24,13,29,74,48,13,0,0,10,0,"2023-04-16 20:40:01","1067","https://rionegro.datosoficiales.com/resultados/RN/1/2903/8/1067/GOB.json"
3,14,8,4,4,15,18,27,57,63,4,2,0,9,1,"2023-04-16 20:40:01","1068","https://rionegro.datosoficiales.com/resultados/RN/1/2903/8/1068/GOB.json"
4,23,10,9,2,13,6,74,53,51,6,0,0,8,0,"2023-04-16 21:35:01","1203","https://rionegro.datosoficiales.com/resultados/RN/1/2903/9/1203/GOB.json"
8,28,12,3,4,14,17,81,34,35,7,0,0,10,0,"2023-04-16 21:35:01","1204","https://rionegro.datosoficiales.com/resultados/RN/1/2903/9/1204/GOB.json"
3,32,6,9,3,18,5,65,66,46,6,0,0,7,0,"2023-04-16 22:10:01","1205","https://rionegro.datosoficiales.com/resultados/RN/1/2903/9/1205/GOB.json"
7,34,7,4,0,17,15,67,59,41,3,1,0,9,0,"2023-04-16 22:10:01","1206","https://rionegro.datosoficiales.com/resultados/RN/1/2903/9/1206/GOB.json"
6,22,10,3,5,22,13,70,51,29,9,0,0,8,0,"2023-04-16 22:10:01","1207","https://rionegro.datosoficiales.com/resultados/RN/1/2903/9/1207/GOB.json"
8,23,9,7,3,21,7,77,46,51,9,0,0,7,0,"2023-04-16 21:55:01","1208","https://rionegro.datosoficiales.com/resultados/RN/1/2903/9/1208/GOB.json"
3,26,5,6,7,11,14,88,46,41,1,0,0,12,0,"2023-04-16 22:20:01","1209","https://rionegro.datosoficiales.com/resultados/RN/1/2903/9/1209/GOB.json"
5,37,9,9,1,12,75,45,39,4,0,0,0,11,0,"2023-04-16 22:00:01","1210","https://rionegro.datosoficiales.com/resultados/RN/1/2903/9/1210/GOB.json"
6,37,16,12,5,20,14,47,48,38,3,0,0,5,2,"2023-04-16 22:15:01","1211","https://rionegro.datosoficiales.com/resultados/RN/1/2903/9/1211/GOB.json"
3,19,12,11,7,22,13,85,56,37,1,1,0,9,0,"2023-04-16 21:55:01","1212","https://rionegro.datosoficiales.com/resultados/RN/1/2903/9/1212/GOB.json"
1,0,0,0,0,7,7,2,40,99,4,2,0,0,0,"2023-04-16 23:30:01","1781","https://rionegro.datosoficiales.com/resultados/RN/1/4037/1/1781/GOB.json"
