"216","3","424","425","426","427","428","429","430","431","BLC","IMP","NUL","REC","hora_proceso","numero","url"
19,12,15,10,2,,15,55,66,55,3,0,0,0,"2023-04-20 12:25:01","1236","https://rionegro.datosoficiales.com/resultados/RN/1/2903/19/1236/LEC.json"
20,10,12,12,4,,13,63,52,51,16,0,4,0,"2023-04-20 13:00:01","1237","https://rionegro.datosoficiales.com/resultados/RN/1/2903/19/1237/LEC.json"
21,10,14,9,0,,17,45,53,61,11,0,12,0,"2023-04-20 15:00:01","1238","https://rionegro.datosoficiales.com/resultados/RN/1/2903/19/1238/LEC.json"
19,13,17,7,6,,11,54,61,56,15,0,11,0,"2023-04-20 13:25:01","1287","https://rionegro.datosoficiales.com/resultados/RN/1/2903/2/1287/LEC.json"
27,24,7,8,0,,20,40,61,51,20,0,0,0,"2023-04-20 12:00:01","1288","https://rionegro.datosoficiales.com/resultados/RN/1/2903/2/1288/LEC.json"
17,12,15,11,2,,26,36,46,63,21,0,0,0,"2023-04-20 13:25:01","1289","https://rionegro.datosoficiales.com/resultados/RN/1/2903/2/1289/LEC.json"
26,23,8,6,5,,20,41,52,63,12,0,7,0,"2023-04-20 13:00:01","1290","https://rionegro.datosoficiales.com/resultados/RN/1/2903/2/1290/LEC.json"
19,14,10,11,2,,15,33,68,25,54,0,2,0,"2023-04-20 13:00:01","1291","https://rionegro.datosoficiales.com/resultados/RN/1/2903/2/1291/LEC.json"
24,22,7,7,6,,16,37,59,43,44,0,9,0,"2023-04-20 13:00:01","1292","https://rionegro.datosoficiales.com/resultados/RN/1/2903/2/1292/LEC.json"
17,15,9,5,4,,20,32,64,77,10,0,8,0,"2023-04-20 13:25:01","1293","https://rionegro.datosoficiales.com/resultados/RN/1/2903/2/1293/LEC.json"
27,20,9,3,1,,5,51,62,39,14,0,16,0,"2023-04-20 13:00:01","1137","https://rionegro.datosoficiales.com/resultados/RN/1/2903/20/1137/LEC.json"
25,14,9,12,6,,16,45,54,65,11,0,7,0,"2023-04-20 10:25:02","1138","https://rionegro.datosoficiales.com/resultados/RN/1/2903/20/1138/LEC.json"
17,15,6,5,3,,7,34,44,12,33,0,5,0,"2023-04-20 13:00:01","1139","https://rionegro.datosoficiales.com/resultados/RN/1/2903/20/1139/LEC.json"
6,4,11,8,2,,15,56,39,26,14,0,6,0,"2023-04-20 12:25:01","1140","https://rionegro.datosoficiales.com/resultados/RN/1/2903/20/1140/LEC.json"
34,15,9,12,2,,7,58,48,40,15,0,8,0,"2023-04-20 11:00:01","1115","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1115/LEC.json"
29,10,8,6,0,,9,47,73,45,20,0,0,0,"2023-04-20 11:00:01","1116","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1116/LEC.json"
21,23,13,6,4,,12,50,43,49,11,0,7,0,"2023-04-20 11:00:01","1117","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1117/LEC.json"
25,15,10,6,3,,11,49,47,46,16,0,11,0,"2023-04-20 11:25:01","1118","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1118/LEC.json"
20,12,13,10,2,,20,45,57,64,19,0,0,0,"2023-04-20 11:25:01","1119","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1119/LEC.json"
30,12,9,2,1,,14,44,92,59,3,0,0,0,"2023-04-20 11:00:01","1120","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1120/LEC.json"
21,6,9,6,4,,20,58,64,57,11,0,13,0,"2023-04-20 11:00:01","1121","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1121/LEC.json"
24,18,9,12,4,,9,55,27,52,20,0,12,0,"2023-04-20 10:25:02","1122","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1122/LEC.json"
16,14,7,9,2,,10,72,33,37,23,0,9,0,"2023-04-20 12:25:01","1141","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1141/LEC.json"
15,7,8,8,6,,6,84,37,25,21,0,6,0,"2023-04-20 12:25:01","1142","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1142/LEC.json"
27,20,3,9,0,,8,83,36,28,3,0,12,0,"2023-04-20 12:25:01","1143","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1143/LEC.json"
20,14,4,7,1,,5,84,28,29,4,0,13,0,"2023-04-20 13:00:01","1144","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1144/LEC.json"
21,10,8,6,6,,6,89,30,38,15,0,9,0,"2023-04-20 11:25:01","1145","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1145/LEC.json"
17,6,5,7,4,,6,82,44,42,11,0,5,0,"2023-04-20 13:00:01","1146","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1146/LEC.json"
23,9,4,7,0,,10,79,33,50,13,0,6,0,"2023-04-20 11:00:01","1147","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1147/LEC.json"
30,18,2,6,5,,9,90,42,29,14,0,5,0,"2023-04-20 13:00:01","1148","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1148/LEC.json"
16,16,11,6,4,,10,49,67,53,15,0,9,0,"2023-04-21 09:25:01","1247","https://rionegro.datosoficiales.com/resultados/RN/1/2903/23/1247/LEC.json"
16,23,10,6,0,,13,59,54,55,7,0,8,0,"2023-04-20 13:25:01","1248","https://rionegro.datosoficiales.com/resultados/RN/1/2903/23/1248/LEC.json"
19,9,9,8,2,,10,41,73,53,6,0,10,0,"2023-04-20 11:25:01","1249","https://rionegro.datosoficiales.com/resultados/RN/1/2903/23/1249/LEC.json"
28,10,8,7,2,,17,44,50,62,18,0,6,0,"2023-04-21 10:25:01","1250","https://rionegro.datosoficiales.com/resultados/RN/1/2903/23/1250/LEC.json"
33,19,9,9,2,,11,42,60,45,8,0,16,0,"2023-04-20 12:25:01","1251","https://rionegro.datosoficiales.com/resultados/RN/1/2903/23/1251/LEC.json"
13,22,7,7,2,,12,57,54,54,20,0,0,0,"2023-04-20 11:25:01","1252","https://rionegro.datosoficiales.com/resultados/RN/1/2903/23/1252/LEC.json"
28,37,12,7,3,,11,56,50,42,13,0,5,0,"2023-04-20 12:00:01","1253","https://rionegro.datosoficiales.com/resultados/RN/1/2903/23/1253/LEC.json"
22,3,6,11,6,,12,52,50,55,7,0,7,0,"2023-04-20 14:00:02","1183","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1183/LEC.json"
20,8,12,3,3,,12,72,53,28,41,0,9,0,"2023-04-20 12:00:01","1184","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1184/LEC.json"
28,8,12,6,1,,10,62,48,44,11,0,11,0,"2023-04-20 12:00:01","1185","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1185/LEC.json"
23,7,13,7,6,,17,10,66,13,59,0,22,0,"2023-04-20 14:00:02","1186","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1186/LEC.json"
15,8,11,5,3,,5,82,48,40,15,0,9,0,"2023-04-21 12:00:01","1187","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1187/LEC.json"
17,9,5,7,7,,8,76,55,29,32,0,0,0,"2023-04-20 13:00:01","1188","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1188/LEC.json"
21,6,7,2,1,,8,53,36,29,7,0,4,0,"2023-04-21 13:50:01","1189","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1189/LEC.json"
11,4,8,4,2,,4,52,25,42,1,0,7,0,"2023-04-20 12:25:01","1190","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1190/LEC.json"
26,3,11,2,1,,22,27,62,91,18,0,4,0,"2023-04-20 12:25:01","1301","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1301/LEC.json"
22,6,8,1,3,,22,24,64,82,18,0,0,0,"2023-04-20 12:00:01","1302","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1302/LEC.json"
25,13,11,6,3,,12,28,71,84,8,0,7,0,"2023-04-20 12:00:01","1303","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1303/LEC.json"
24,9,8,9,2,,17,36,56,95,13,0,6,0,"2023-04-20 12:25:01","1304","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1304/LEC.json"
18,0,6,9,3,,19,31,58,69,46,0,0,0,"2023-04-20 13:25:01","1305","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1305/LEC.json"
24,4,7,3,2,,13,32,61,95,10,0,5,0,"2023-04-20 12:00:01","1306","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1306/LEC.json"
25,3,16,2,3,,18,20,62,79,18,0,8,0,"2023-04-20 13:00:01","1307","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1307/LEC.json"
14,7,2,4,1,,11,13,35,48,7,0,4,0,"2023-04-20 14:00:02","1308","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1308/LEC.json"
10,2,6,1,1,,12,10,23,63,4,0,3,0,"2023-04-21 13:25:01","1309","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1309/LEC.json"
21,15,18,11,0,,21,19,60,41,42,0,9,0,"2023-04-20 12:00:01","1257","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1257/LEC.json"
18,11,12,7,5,,23,24,49,35,49,0,8,0,"2023-04-21 11:25:01","1258","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1258/LEC.json"
28,14,12,3,1,,14,43,56,66,11,0,9,0,"2023-04-20 12:00:01","1259","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1259/LEC.json"
22,13,15,7,1,,12,34,58,64,20,0,9,0,"2023-04-20 12:25:01","1260","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1260/LEC.json"
18,12,14,6,4,,18,34,65,63,9,0,14,0,"2023-04-26 12:50:01","1261","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1261/LEC.json"
20,21,18,11,4,,21,22,47,71,12,0,7,0,"2023-04-20 12:25:01","1262","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1262/LEC.json"
21,18,25,4,3,,14,42,67,48,13,0,4,0,"2023-04-20 12:25:01","1263","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1263/LEC.json"
19,13,16,5,3,,24,32,67,38,24,0,10,0,"2023-04-20 13:25:01","1264","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1264/LEC.json"
29,6,19,6,5,,26,29,52,63,11,0,12,0,"2023-04-20 13:25:01","1265","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1265/LEC.json"
20,16,16,4,2,,17,34,59,32,41,0,18,0,"2023-04-20 13:00:01","1278","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1278/LEC.json"
30,10,12,8,2,,20,26,59,51,11,0,11,0,"2023-04-20 11:25:01","1279","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1279/LEC.json"
24,9,19,6,4,,10,24,62,31,44,0,9,0,"2023-04-20 13:00:01","1280","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1280/LEC.json"
29,9,13,8,4,,21,22,64,64,26,0,0,0,"2023-04-20 13:25:01","1281","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1281/LEC.json"
15,17,14,8,7,,17,37,58,46,4,0,14,0,"2023-04-20 13:25:01","1282","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1282/LEC.json"
20,16,15,11,4,,16,31,73,53,10,0,5,0,"2023-04-20 14:00:02","1283","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1283/LEC.json"
21,11,17,13,5,,18,28,54,40,51,0,0,0,"2023-04-20 13:25:01","1284","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1284/LEC.json"
9,2,6,3,0,,15,17,41,22,4,0,7,0,"2023-04-20 13:25:01","1285","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1285/LEC.json"
21,4,10,1,4,,14,22,20,31,11,0,0,0,"2023-04-20 14:00:02","1286","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1286/LEC.json"
21,12,8,8,3,,6,90,48,34,12,0,12,0,"2023-04-20 13:00:01","1092","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1092/LEC.json"
25,10,11,2,5,,0,63,66,37,18,0,10,0,"2023-04-20 11:25:01","1093","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1093/LEC.json"
26,13,11,8,3,,8,89,33,41,8,0,10,0,"2023-04-20 11:25:01","1094","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1094/LEC.json"
35,11,7,11,1,,16,76,46,41,10,0,12,0,"2023-04-20 11:25:01","1095","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1095/LEC.json"
18,4,12,5,2,,7,94,50,44,10,0,8,0,"2023-04-20 11:25:01","1096","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1096/LEC.json"
24,8,13,3,4,,9,68,41,62,11,0,3,0,"2023-04-26 09:25:01","1097","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1097/LEC.json"
19,11,7,11,4,,12,88,37,44,10,0,6,0,"2023-04-20 11:25:01","1098","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1098/LEC.json"
19,10,14,6,3,,9,80,38,55,9,0,10,0,"2023-04-20 11:25:01","1099","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1099/LEC.json"
20,14,10,3,3,,6,76,44,45,1,0,9,0,"2023-04-20 11:00:01","1100","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1100/LEC.json"
23,11,15,8,2,,19,60,39,31,39,0,16,0,"2023-04-20 09:50:01","1075","https://rionegro.datosoficiales.com/resultados/RN/1/2903/29/1075/LEC.json"
22,12,18,12,3,,16,59,50,39,6,0,17,0,"2023-04-20 09:50:01","1076","https://rionegro.datosoficiales.com/resultados/RN/1/2903/29/1076/LEC.json"
26,12,16,4,4,,18,75,41,50,16,0,6,0,"2023-04-20 10:25:02","1077","https://rionegro.datosoficiales.com/resultados/RN/1/2903/29/1077/LEC.json"
18,9,21,6,6,,13,77,44,52,16,0,3,0,"2023-04-20 09:50:01","1078","https://rionegro.datosoficiales.com/resultados/RN/1/2903/29/1078/LEC.json"
26,6,14,8,3,,14,71,37,68,11,0,4,0,"2023-04-20 11:00:01","1079","https://rionegro.datosoficiales.com/resultados/RN/1/2903/29/1079/LEC.json"
26,13,14,7,2,,10,67,45,54,7,0,11,0,"2023-04-21 11:25:01","1080","https://rionegro.datosoficiales.com/resultados/RN/1/2903/29/1080/LEC.json"
16,10,9,16,3,,7,83,41,31,13,0,4,0,"2023-04-20 11:00:01","1162","https://rionegro.datosoficiales.com/resultados/RN/1/2903/3/1162/LEC.json"
20,6,5,6,2,,9,82,44,35,8,0,6,0,"2023-04-20 11:00:01","1163","https://rionegro.datosoficiales.com/resultados/RN/1/2903/3/1163/LEC.json"
12,11,2,11,7,,12,84,32,38,6,0,8,0,"2023-04-20 11:25:01","1164","https://rionegro.datosoficiales.com/resultados/RN/1/2903/3/1164/LEC.json"
18,11,11,6,3,,10,67,31,46,15,0,11,0,"2023-04-20 12:00:01","1165","https://rionegro.datosoficiales.com/resultados/RN/1/2903/3/1165/LEC.json"
27,10,9,7,2,,8,93,29,40,20,0,0,0,"2023-04-22 11:25:01","1166","https://rionegro.datosoficiales.com/resultados/RN/1/2903/3/1166/LEC.json"
9,8,3,3,4,,5,43,35,25,20,0,0,0,"2023-04-20 11:25:01","1167","https://rionegro.datosoficiales.com/resultados/RN/1/2903/3/1167/LEC.json"
14,6,6,5,1,,7,54,17,23,6,0,8,0,"2023-04-20 11:25:01","1168","https://rionegro.datosoficiales.com/resultados/RN/1/2903/3/1168/LEC.json"
25,16,4,9,4,,4,79,25,35,21,0,3,0,"2023-04-20 12:25:01","1155","https://rionegro.datosoficiales.com/resultados/RN/1/2903/30/1155/LEC.json"
25,11,7,5,1,,6,88,33,32,14,0,11,0,"2023-04-20 11:00:01","1156","https://rionegro.datosoficiales.com/resultados/RN/1/2903/30/1156/LEC.json"
24,11,8,13,2,,6,78,34,34,8,0,5,0,"2023-04-20 11:00:01","1157","https://rionegro.datosoficiales.com/resultados/RN/1/2903/30/1157/LEC.json"
24,4,4,10,3,,9,76,27,41,11,0,6,0,"2023-04-20 11:00:01","1158","https://rionegro.datosoficiales.com/resultados/RN/1/2903/30/1158/LEC.json"
23,13,7,6,3,,12,91,41,26,11,0,4,0,"2023-04-20 11:00:01","1159","https://rionegro.datosoficiales.com/resultados/RN/1/2903/30/1159/LEC.json"
18,6,9,11,4,,12,82,36,27,14,0,3,0,"2023-04-20 11:00:01","1160","https://rionegro.datosoficiales.com/resultados/RN/1/2903/30/1160/LEC.json"
29,13,5,10,3,,1,97,36,38,9,0,4,0,"2023-04-20 11:00:01","1161","https://rionegro.datosoficiales.com/resultados/RN/1/2903/30/1161/LEC.json"
31,29,10,9,0,,13,34,50,66,11,0,7,0,"2023-04-20 13:00:01","1086","https://rionegro.datosoficiales.com/resultados/RN/1/2903/31/1086/LEC.json"
24,16,13,12,1,,7,46,59,32,46,0,0,0,"2023-04-20 13:00:01","1087","https://rionegro.datosoficiales.com/resultados/RN/1/2903/31/1087/LEC.json"
26,22,17,5,7,,17,41,56,61,10,0,10,0,"2023-04-20 10:25:02","1088","https://rionegro.datosoficiales.com/resultados/RN/1/2903/31/1088/LEC.json"
30,18,10,7,2,,27,50,59,51,9,0,7,0,"2023-04-20 10:25:02","1089","https://rionegro.datosoficiales.com/resultados/RN/1/2903/31/1089/LEC.json"
28,20,1,3,3,,11,25,51,38,30,0,5,0,"2023-04-20 10:25:02","1090","https://rionegro.datosoficiales.com/resultados/RN/1/2903/31/1090/LEC.json"
18,12,18,8,1,,11,50,30,21,33,0,4,0,"2023-04-20 10:25:02","1091","https://rionegro.datosoficiales.com/resultados/RN/1/2903/31/1091/LEC.json"
15,21,11,9,5,,20,43,61,36,25,0,16,0,"2023-04-21 13:00:01","1294","https://rionegro.datosoficiales.com/resultados/RN/1/2903/32/1294/LEC.json"
32,18,9,6,1,,17,44,62,61,13,0,5,0,"2023-04-20 14:25:01","1295","https://rionegro.datosoficiales.com/resultados/RN/1/2903/32/1295/LEC.json"
29,17,5,14,2,,7,43,62,50,18,0,12,0,"2023-04-20 12:00:01","1296","https://rionegro.datosoficiales.com/resultados/RN/1/2903/32/1296/LEC.json"
29,23,9,7,2,,23,37,58,58,13,0,14,0,"2023-04-20 12:25:01","1297","https://rionegro.datosoficiales.com/resultados/RN/1/2903/32/1297/LEC.json"
30,16,10,7,1,,11,36,59,56,10,0,9,0,"2023-04-20 14:00:02","1298","https://rionegro.datosoficiales.com/resultados/RN/1/2903/32/1298/LEC.json"
23,18,16,4,1,,30,33,45,69,14,0,5,0,"2023-04-20 12:25:01","1299","https://rionegro.datosoficiales.com/resultados/RN/1/2903/32/1299/LEC.json"
11,13,10,4,1,,7,20,27,31,13,0,4,0,"2023-04-20 12:25:01","1300","https://rionegro.datosoficiales.com/resultados/RN/1/2903/32/1300/LEC.json"
15,16,9,7,3,,10,103,29,36,14,0,7,0,"2023-04-20 12:25:01","1310","https://rionegro.datosoficiales.com/resultados/RN/1/2903/33/1310/LEC.json"
19,7,8,7,2,,8,87,21,32,5,0,1,0,"2023-04-20 12:00:01","1311","https://rionegro.datosoficiales.com/resultados/RN/1/2903/33/1311/LEC.json"
23,7,5,5,1,,5,54,12,30,7,0,4,0,"2023-04-22 12:25:01","1312","https://rionegro.datosoficiales.com/resultados/RN/1/2903/33/1312/LEC.json"
17,8,9,10,6,,6,72,35,45,16,0,6,0,"2023-04-20 13:00:01","1175","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1175/LEC.json"
15,4,11,8,5,,9,71,57,42,14,0,5,0,"2023-04-20 11:00:01","1176","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1176/LEC.json"
22,19,10,8,6,,9,63,45,40,7,0,7,0,"2023-04-20 11:00:01","1177","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1177/LEC.json"
21,21,8,4,2,,11,78,53,41,16,0,4,0,"2023-04-21 13:50:01","1178","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1178/LEC.json"
28,10,8,5,5,,11,74,40,47,11,0,6,0,"2023-04-21 13:50:01","1179","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1179/LEC.json"
26,14,8,8,3,,7,61,50,35,16,0,7,0,"2023-04-21 13:25:01","1180","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1180/LEC.json"
22,5,9,9,2,,8,70,48,49,9,0,11,0,"2023-04-20 11:00:01","1181","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1181/LEC.json"
19,11,12,11,4,,10,69,44,56,7,0,9,0,"2023-04-20 12:25:01","1182","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1182/LEC.json"
40,7,9,5,6,,15,70,49,36,9,0,8,0,"2023-04-20 14:00:02","1213","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1213/LEC.json"
16,12,12,11,2,,8,54,58,65,0,0,9,0,"2023-04-20 12:25:01","1214","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1214/LEC.json"
29,7,10,4,4,,10,76,41,45,15,0,10,0,"2023-04-20 13:00:01","1215","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1215/LEC.json"
25,6,19,7,2,,16,71,54,36,5,0,5,0,"2023-04-20 13:00:01","1216","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1216/LEC.json"
19,8,11,9,6,,14,62,54,50,12,0,13,0,"2023-04-20 13:00:01","1217","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1217/LEC.json"
14,14,10,5,8,,10,64,44,48,17,0,11,0,"2023-04-20 13:00:01","1218","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1218/LEC.json"
17,10,10,3,4,,9,37,25,55,12,0,7,0,"2023-04-25 14:00:01","1219","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1219/LEC.json"
14,13,7,7,2,,13,52,37,31,15,0,3,0,"2023-04-20 12:00:01","1220","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1220/LEC.json"
20,9,7,7,9,,13,71,49,57,16,0,11,0,"2023-04-20 13:00:01","1081","https://rionegro.datosoficiales.com/resultados/RN/1/2903/4/1081/LEC.json"
32,11,11,7,6,,15,67,41,60,18,0,8,0,"2023-04-20 13:00:01","1082","https://rionegro.datosoficiales.com/resultados/RN/1/2903/4/1082/LEC.json"
21,8,22,9,1,,15,71,41,52,17,0,5,0,"2023-04-20 13:00:01","1083","https://rionegro.datosoficiales.com/resultados/RN/1/2903/4/1083/LEC.json"
32,5,9,10,9,,19,58,56,47,11,0,5,0,"2023-04-20 11:00:01","1084","https://rionegro.datosoficiales.com/resultados/RN/1/2903/4/1084/LEC.json"
11,5,6,4,2,,15,46,32,33,9,0,2,0,"2023-04-20 11:00:01","1085","https://rionegro.datosoficiales.com/resultados/RN/1/2903/4/1085/LEC.json"
29,8,21,3,6,,27,30,69,7,43,0,7,0,"2023-04-20 12:00:01","1266","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1266/LEC.json"
20,14,22,7,2,,13,31,61,34,42,0,6,0,"2023-04-20 12:00:01","1267","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1267/LEC.json"
22,7,21,6,3,,21,21,58,60,17,0,11,0,"2023-04-20 11:00:01","1268","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1268/LEC.json"
27,6,22,6,3,,14,34,53,66,10,0,17,0,"2023-04-22 13:17:01","1269","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1269/LEC.json"
20,11,16,8,6,,12,36,54,75,17,0,0,0,"2023-04-20 11:25:01","1270","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1270/LEC.json"
35,5,13,4,3,,16,25,66,56,29,0,0,0,"2023-04-20 11:00:01","1271","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1271/LEC.json"
13,8,13,5,2,,17,34,62,71,11,0,6,0,"2023-04-20 11:00:01","1272","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1272/LEC.json"
24,22,13,6,5,,17,26,56,77,11,0,9,0,"2023-04-20 11:25:01","1273","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1273/LEC.json"
28,11,22,4,5,,18,15,76,52,14,0,9,0,"2023-04-20 10:25:02","1274","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1274/LEC.json"
23,10,21,2,5,,21,32,50,59,7,0,13,0,"2023-04-21 13:25:01","1275","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1275/LEC.json"
18,8,24,1,3,,21,33,53,68,17,0,5,0,"2023-04-20 10:25:02","1276","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1276/LEC.json"
18,10,20,6,4,,24,27,61,65,31,0,0,0,"2023-04-20 10:25:02","1277","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1277/LEC.json"
21,10,14,5,1,,6,84,42,57,2,0,2,0,"2023-04-20 11:25:01","1101","https://rionegro.datosoficiales.com/resultados/RN/1/2903/6/1101/LEC.json"
20,13,4,9,2,,9,82,50,59,12,0,6,0,"2023-04-20 11:25:01","1102","https://rionegro.datosoficiales.com/resultados/RN/1/2903/6/1102/LEC.json"
37,12,15,12,4,,11,63,36,31,15,0,10,0,"2023-04-20 11:00:01","1103","https://rionegro.datosoficiales.com/resultados/RN/1/2903/6/1103/LEC.json"
18,7,5,8,2,,12,77,56,55,8,0,7,0,"2023-04-20 12:00:01","1104","https://rionegro.datosoficiales.com/resultados/RN/1/2903/6/1104/LEC.json"
29,14,10,10,2,,9,96,44,41,8,0,7,0,"2023-04-20 11:00:01","1105","https://rionegro.datosoficiales.com/resultados/RN/1/2903/6/1105/LEC.json"
21,9,12,12,2,,11,61,50,50,16,0,7,0,"2023-04-20 11:00:01","1106","https://rionegro.datosoficiales.com/resultados/RN/1/2903/6/1106/LEC.json"
29,11,12,8,4,,12,77,42,42,23,0,9,0,"2023-04-20 11:00:01","1107","https://rionegro.datosoficiales.com/resultados/RN/1/2903/6/1107/LEC.json"
21,12,13,9,4,,12,46,63,56,13,0,5,0,"2023-04-21 11:25:01","1254","https://rionegro.datosoficiales.com/resultados/RN/1/2903/7/1254/LEC.json"
12,2,8,6,1,,12,47,32,37,10,0,3,0,"2023-04-20 12:00:01","1255","https://rionegro.datosoficiales.com/resultados/RN/1/2903/7/1255/LEC.json"
19,6,12,3,3,,11,41,29,31,18,0,4,0,"2023-04-20 12:00:01","1256","https://rionegro.datosoficiales.com/resultados/RN/1/2903/7/1256/LEC.json"
36,16,7,5,4,,11,28,65,54,27,0,5,0,"2023-04-20 13:00:01","1065","https://rionegro.datosoficiales.com/resultados/RN/1/2903/8/1065/LEC.json"
19,12,6,2,6,,21,30,69,70,16,0,8,0,"2023-04-20 11:00:01","1066","https://rionegro.datosoficiales.com/resultados/RN/1/2903/8/1066/LEC.json"
