"102","104","1539","1547","1548","1549","1550","20","30","31","524","8","BLC","IMP","NUL","REC","hora_proceso","numero","url"
2,3,0,6,62,16,107,4,28,0,16,0,10,0,13,0,"2019-05-12 22:35:01","1264","http://www.datosoficiales.com/resultados/CO/1/112/110/1264/GOB.json"
1,5,0,1,63,17,99,4,29,0,14,0,13,0,8,0,"2019-05-12 23:30:01","1265","http://www.datosoficiales.com/resultados/CO/1/112/110/1265/GOB.json"
2,3,0,3,78,12,108,7,15,1,18,0,5,0,4,0,"2019-05-12 21:55:01","1266","http://www.datosoficiales.com/resultados/CO/1/112/110/1266/GOB.json"
1,7,1,3,51,12,112,1,26,0,28,0,9,0,5,0,"2019-05-12 23:00:01","1267","http://www.datosoficiales.com/resultados/CO/1/112/110/1267/GOB.json"
0,4,0,7,68,12,107,3,20,0,27,0,14,0,6,3,"2019-05-12 22:20:01","1268","http://www.datosoficiales.com/resultados/CO/1/112/110/1268/GOB.json"
0,5,0,7,66,12,118,5,17,0,13,2,7,0,2,0,"2019-05-12 22:10:01","1269","http://www.datosoficiales.com/resultados/CO/1/112/110/1269/GOB.json"
0,8,0,5,56,16,107,1,31,3,19,1,11,0,4,0,"2019-05-12 22:50:01","1270","http://www.datosoficiales.com/resultados/CO/1/112/111/1270/GOB.json"
0,9,1,3,69,10,115,3,24,0,15,1,4,0,4,0,"2019-05-12 23:20:01","1271","http://www.datosoficiales.com/resultados/CO/1/112/111/1271/GOB.json"
1,2,0,5,67,17,98,3,26,0,18,0,7,0,4,0,"2019-05-12 23:10:01","1272","http://www.datosoficiales.com/resultados/CO/1/112/111/1272/GOB.json"
8,10,1,7,62,8,111,4,18,0,15,4,5,0,6,0,"2019-05-12 22:40:01","1273","http://www.datosoficiales.com/resultados/CO/1/112/111/1273/GOB.json"
1,7,0,5,61,9,110,7,19,1,25,4,7,0,6,0,"2019-05-12 23:00:01","1274","http://www.datosoficiales.com/resultados/CO/1/112/111/1274/GOB.json"
1,8,1,8,57,13,110,5,21,0,26,0,10,2,5,0,"2019-05-12 22:35:01","1275","http://www.datosoficiales.com/resultados/CO/1/112/111/1275/GOB.json"
3,3,1,7,67,12,97,2,23,0,15,3,8,0,6,0,"2019-05-12 23:00:01","1276","http://www.datosoficiales.com/resultados/CO/1/112/112/1276/GOB.json"
1,10,0,8,70,11,105,8,23,1,19,0,8,0,7,0,"2019-05-12 23:40:01","1277","http://www.datosoficiales.com/resultados/CO/1/112/112/1277/GOB.json"
5,9,3,7,58,17,97,6,22,0,24,0,2,0,3,0,"2019-05-12 23:00:01","1278","http://www.datosoficiales.com/resultados/CO/1/112/112/1278/GOB.json"
1,3,0,11,65,12,105,1,32,0,10,1,10,0,6,0,"2019-05-12 23:40:01","1279","http://www.datosoficiales.com/resultados/CO/1/112/112/1279/GOB.json"
1,6,1,12,48,17,107,4,30,0,18,0,9,0,5,0,"2019-05-12 23:20:01","1280","http://www.datosoficiales.com/resultados/CO/1/112/112/1280/GOB.json"
0,6,0,6,61,11,99,0,19,0,28,0,10,0,19,0,"2019-05-12 23:25:01","1281","http://www.datosoficiales.com/resultados/CO/1/112/112/1281/GOB.json"
1,3,1,8,82,6,85,1,29,0,11,1,11,0,4,4,"2019-05-12 23:45:01","1282","http://www.datosoficiales.com/resultados/CO/1/112/112/1282/GOB.json"
1,4,0,6,78,16,88,3,24,0,30,1,16,0,5,0,"2019-05-12 23:15:01","1283","http://www.datosoficiales.com/resultados/CO/1/112/112/1283/GOB.json"
1,7,2,8,53,19,113,4,25,0,14,2,5,0,8,0,"2019-05-12 22:35:01","1284","http://www.datosoficiales.com/resultados/CO/1/112/112/1284/GOB.json"
2,5,0,7,66,14,96,2,21,1,40,1,11,0,6,0,"2019-05-12 23:30:01","1285","http://www.datosoficiales.com/resultados/CO/1/112/112/1285/GOB.json"
1,8,1,6,74,13,107,4,27,2,18,1,12,0,2,0,"2019-05-12 23:30:01","1286","http://www.datosoficiales.com/resultados/CO/1/112/112/1286/GOB.json"
2,7,0,6,51,31,111,8,21,0,16,0,6,0,5,0,"2019-05-12 22:30:01","1287","http://www.datosoficiales.com/resultados/CO/1/112/113/1287/GOB.json"
1,3,1,1,24,5,154,4,27,1,5,3,22,0,16,1,"2019-05-12 23:10:01","1288","http://www.datosoficiales.com/resultados/CO/1/112/114/1288/GOB.json"
0,3,0,2,25,1,171,5,13,0,11,0,16,0,2,3,"2019-05-12 21:30:01","1289","http://www.datosoficiales.com/resultados/CO/1/112/114/1289/GOB.json"
0,2,0,2,26,5,143,7,28,0,13,2,5,0,2,0,"2019-05-12 22:45:02","1290","http://www.datosoficiales.com/resultados/CO/1/112/114/1290/GOB.json"
3,0,0,4,31,8,140,2,13,0,18,0,20,0,6,0,"2019-05-12 22:05:01","1291","http://www.datosoficiales.com/resultados/CO/1/112/114/1291/GOB.json"
1,5,0,1,24,8,144,4,23,0,7,1,13,0,6,0,"2019-05-12 22:05:01","1292","http://www.datosoficiales.com/resultados/CO/1/112/114/1292/GOB.json"
2,3,1,3,19,6,140,3,19,0,9,1,17,0,10,0,"2019-05-12 23:40:01","1293","http://www.datosoficiales.com/resultados/CO/1/112/114/1293/GOB.json"
2,1,0,3,27,4,159,1,23,1,11,0,7,0,22,0,"2019-05-12 23:10:01","1294","http://www.datosoficiales.com/resultados/CO/1/112/114/1294/GOB.json"
0,1,2,2,20,7,157,4,23,0,10,1,19,0,4,0,"2019-05-12 23:50:01","1295","http://www.datosoficiales.com/resultados/CO/1/112/114/1295/GOB.json"
2,2,2,2,20,5,154,4,17,2,8,0,11,0,6,0,"2019-05-12 22:20:01","1296","http://www.datosoficiales.com/resultados/CO/1/112/114/1296/GOB.json"
1,5,0,3,26,8,146,5,18,2,9,0,6,0,7,0,"2019-05-12 22:25:01","1297","http://www.datosoficiales.com/resultados/CO/1/112/114/1297/GOB.json"
0,4,0,8,20,4,144,5,30,1,7,1,23,0,4,0,"2019-05-13 02:35:01","1298","http://www.datosoficiales.com/resultados/CO/1/112/114/1298/GOB.json"
1,2,0,3,36,7,156,7,17,0,6,0,0,0,4,12,"2019-05-12 23:50:01","1299","http://www.datosoficiales.com/resultados/CO/1/112/114/1299/GOB.json"
0,1,2,4,26,1,143,2,20,2,15,0,16,0,6,0,"2019-05-12 21:35:02","1300","http://www.datosoficiales.com/resultados/CO/1/112/114/1300/GOB.json"
1,0,0,1,24,3,152,3,20,0,17,1,0,0,22,0,"2019-05-12 23:05:01","1301","http://www.datosoficiales.com/resultados/CO/1/112/114/1301/GOB.json"
0,4,0,3,18,5,135,2,25,0,5,0,20,0,6,0,"2019-05-13 00:10:01","1302","http://www.datosoficiales.com/resultados/CO/1/112/114/1302/GOB.json"
2,4,1,2,37,6,135,2,22,1,12,0,6,0,10,10,"2019-05-12 22:50:01","1303","http://www.datosoficiales.com/resultados/CO/1/112/114/1303/GOB.json"
0,2,1,3,25,4,146,2,14,0,8,0,15,0,6,6,"2019-05-12 21:35:02","1304","http://www.datosoficiales.com/resultados/CO/1/112/115/1304/GOB.json"
1,3,0,3,36,6,158,1,14,0,8,2,19,0,2,0,"2019-05-12 21:40:01","1305","http://www.datosoficiales.com/resultados/CO/1/112/115/1305/GOB.json"
1,0,0,2,18,7,146,3,24,0,10,0,25,0,3,0,"2019-05-12 23:00:01","1306","http://www.datosoficiales.com/resultados/CO/1/112/115/1306/GOB.json"
0,2,0,2,20,4,152,3,22,1,14,0,18,0,4,0,"2019-05-12 22:45:02","1307","http://www.datosoficiales.com/resultados/CO/1/112/115/1307/GOB.json"
0,1,1,1,11,1,55,1,5,1,3,0,6,0,3,0,"2019-05-13 02:35:01","1308","http://www.datosoficiales.com/resultados/CO/1/112/115/1308/GOB.json"
0,7,0,2,26,8,137,5,42,0,10,0,14,0,10,1,"2019-05-12 23:40:01","1309","http://www.datosoficiales.com/resultados/CO/1/112/116/1309/GOB.json"
1,3,2,5,33,6,146,4,37,0,7,2,7,0,4,9,"2019-05-12 21:45:01","1310","http://www.datosoficiales.com/resultados/CO/1/112/116/1310/GOB.json"
0,2,0,2,29,6,125,6,23,0,12,1,10,0,12,18,"2019-05-12 21:40:01","1311","http://www.datosoficiales.com/resultados/CO/1/112/116/1311/GOB.json"
2,5,0,5,25,4,134,5,37,0,19,0,10,0,0,7,"2019-05-12 23:30:01","1312","http://www.datosoficiales.com/resultados/CO/1/112/116/1312/GOB.json"
0,3,1,3,34,12,137,4,31,0,10,0,18,0,8,3,"2019-05-12 23:40:01","1313","http://www.datosoficiales.com/resultados/CO/1/112/116/1313/GOB.json"
1,5,0,3,24,4,132,2,35,0,12,1,9,0,8,8,"2019-05-12 23:35:01","1314","http://www.datosoficiales.com/resultados/CO/1/112/116/1314/GOB.json"
2,2,2,2,34,5,124,1,30,0,15,1,8,10,10,12,"2019-05-12 21:30:01","1315","http://www.datosoficiales.com/resultados/CO/1/112/116/1315/GOB.json"
2,3,0,6,34,8,152,4,14,0,15,1,12,0,9,3,"2019-05-12 23:45:01","1320","http://www.datosoficiales.com/resultados/CO/1/112/117/1320/GOB.json"
3,0,1,2,31,4,114,2,17,1,10,0,10,0,16,15,"2019-05-12 23:25:01","1321","http://www.datosoficiales.com/resultados/CO/1/112/117/1321/GOB.json"
1,3,1,4,29,5,155,2,28,0,10,0,13,0,7,0,"2019-05-12 22:15:01","1322","http://www.datosoficiales.com/resultados/CO/1/112/117/1322/GOB.json"
2,1,2,2,35,6,141,1,19,0,14,1,16,12,9,3,"2019-05-12 23:00:01","1323","http://www.datosoficiales.com/resultados/CO/1/112/117/1323/GOB.json"
0,5,1,3,28,9,106,1,26,0,15,1,12,0,29,3,"2019-05-12 23:15:01","1324","http://www.datosoficiales.com/resultados/CO/1/112/117/1324/GOB.json"
2,3,1,4,27,8,137,8,20,0,13,1,17,3,14,3,"2019-05-12 23:20:01","1325","http://www.datosoficiales.com/resultados/CO/1/112/117/1325/GOB.json"
3,3,1,8,42,6,113,3,24,0,11,0,17,0,12,8,"2019-05-12 23:00:01","1326","http://www.datosoficiales.com/resultados/CO/1/112/117/1326/GOB.json"
2,2,1,0,35,2,159,2,22,3,6,2,12,0,11,0,"2019-05-12 23:20:01","1327","http://www.datosoficiales.com/resultados/CO/1/112/117/1327/GOB.json"
1,0,2,8,48,9,129,6,17,0,19,0,13,0,6,0,"2019-05-12 23:45:01","1328","http://www.datosoficiales.com/resultados/CO/1/112/117/1328/GOB.json"
1,6,1,1,28,9,149,2,22,1,23,1,9,0,7,0,"2019-05-12 23:30:01","1329","http://www.datosoficiales.com/resultados/CO/1/112/117/1329/GOB.json"
1,8,2,4,26,9,138,7,23,1,11,0,11,0,7,10,"2019-05-12 21:40:01","1330","http://www.datosoficiales.com/resultados/CO/1/112/117/1330/GOB.json"
2,2,1,4,52,7,126,5,28,3,9,0,14,0,12,0,"2019-05-12 22:40:01","1331","http://www.datosoficiales.com/resultados/CO/1/112/118/1331/GOB.json"
2,5,1,3,36,4,136,4,24,0,15,1,16,0,9,1,"2019-05-12 21:50:01","1332","http://www.datosoficiales.com/resultados/CO/1/112/118/1332/GOB.json"
5,2,7,2,31,5,152,4,23,0,9,1,10,0,10,5,"2019-05-12 22:30:01","1333","http://www.datosoficiales.com/resultados/CO/1/112/118/1333/GOB.json"
2,4,0,4,30,7,127,5,18,0,16,0,7,0,16,1,"2019-05-12 23:35:01","1334","http://www.datosoficiales.com/resultados/CO/1/112/118/1334/GOB.json"
0,0,1,6,39,5,136,7,18,2,12,1,13,0,4,0,"2019-05-12 22:45:02","1335","http://www.datosoficiales.com/resultados/CO/1/112/118/1335/GOB.json"
1,2,2,3,33,8,139,5,19,0,15,0,17,0,8,0,"2019-05-12 22:25:01","1336","http://www.datosoficiales.com/resultados/CO/1/112/118/1336/GOB.json"
3,3,0,1,36,10,128,2,17,0,14,1,22,0,12,0,"2019-05-12 22:00:01","1337","http://www.datosoficiales.com/resultados/CO/1/112/118/1337/GOB.json"
3,6,0,0,28,5,144,5,27,0,13,2,15,0,12,0,"2019-05-12 23:40:01","1338","http://www.datosoficiales.com/resultados/CO/1/112/118/1338/GOB.json"
0,5,0,5,25,6,162,2,22,0,12,3,11,0,15,0,"2019-05-12 23:35:01","1339","http://www.datosoficiales.com/resultados/CO/1/112/119/1339/GOB.json"
3,1,0,1,36,5,145,2,21,0,4,1,21,0,16,0,"2019-05-12 21:35:02","1340","http://www.datosoficiales.com/resultados/CO/1/112/119/1340/GOB.json"
1,2,1,9,69,12,77,0,21,3,18,0,5,0,5,3,"2019-05-13 01:05:01","146","http://www.datosoficiales.com/resultados/CO/1/112/12/146/GOB.json"
4,3,2,3,74,9,77,2,20,0,18,0,9,0,7,0,"2019-05-12 22:20:01","147","http://www.datosoficiales.com/resultados/CO/1/112/12/147/GOB.json"
2,4,1,8,57,15,87,2,20,0,17,0,5,0,3,8,"2019-05-13 00:20:01","148","http://www.datosoficiales.com/resultados/CO/1/112/12/148/GOB.json"
3,4,0,7,57,22,83,1,25,1,13,0,5,0,5,0,"2019-05-12 23:15:01","149","http://www.datosoficiales.com/resultados/CO/1/112/12/149/GOB.json"
1,2,1,8,75,13,91,3,15,1,15,1,6,0,3,6,"2019-05-12 22:40:01","150","http://www.datosoficiales.com/resultados/CO/1/112/12/150/GOB.json"
1,5,0,12,63,6,66,2,27,0,16,0,14,0,5,0,"2019-05-12 23:05:01","151","http://www.datosoficiales.com/resultados/CO/1/112/12/151/GOB.json"
2,6,0,9,76,25,71,2,14,0,21,0,4,0,4,2,"2019-05-13 00:00:01","152","http://www.datosoficiales.com/resultados/CO/1/112/12/152/GOB.json"
7,0,0,5,54,14,94,2,22,0,15,0,2,0,2,0,"2019-05-12 21:45:01","153","http://www.datosoficiales.com/resultados/CO/1/112/12/153/GOB.json"
4,3,1,12,66,9,74,2,14,0,17,0,6,0,3,3,"2019-05-12 22:50:01","154","http://www.datosoficiales.com/resultados/CO/1/112/12/154/GOB.json"
4,4,0,12,62,14,70,1,20,2,11,3,3,0,4,2,"2019-05-13 00:00:01","155","http://www.datosoficiales.com/resultados/CO/1/112/12/155/GOB.json"
4,1,1,6,63,13,84,1,0,0,22,1,22,0,1,0,"2019-05-12 22:50:01","156","http://www.datosoficiales.com/resultados/CO/1/112/12/156/GOB.json"
6,4,0,9,56,19,102,3,15,0,11,0,9,0,3,1,"2019-05-12 23:35:01","157","http://www.datosoficiales.com/resultados/CO/1/112/12/157/GOB.json"
8,1,11,11,61,20,82,7,20,0,14,0,0,0,5,4,"2019-05-12 22:55:02","158","http://www.datosoficiales.com/resultados/CO/1/112/12/158/GOB.json"
2,5,1,4,70,18,96,0,25,0,18,0,10,0,5,0,"2019-05-12 23:05:01","159","http://www.datosoficiales.com/resultados/CO/1/112/12/159/GOB.json"
2,2,0,1,27,2,135,1,23,1,10,3,8,0,8,0,"2019-05-12 22:00:01","1341","http://www.datosoficiales.com/resultados/CO/1/112/120/1341/GOB.json"
0,4,0,2,32,5,132,6,25,0,14,0,15,0,15,1,"2019-05-12 23:20:01","1342","http://www.datosoficiales.com/resultados/CO/1/112/120/1342/GOB.json"
2,5,1,3,28,4,137,4,33,0,10,0,11,0,10,0,"2019-05-12 23:40:01","1343","http://www.datosoficiales.com/resultados/CO/1/112/120/1343/GOB.json"
2,3,0,4,23,3,141,5,19,0,15,0,15,0,23,0,"2019-05-12 23:40:01","1344","http://www.datosoficiales.com/resultados/CO/1/112/120/1344/GOB.json"
0,2,1,2,29,7,138,7,31,1,15,0,19,0,9,7,"2019-05-12 22:20:01","1345","http://www.datosoficiales.com/resultados/CO/1/112/120/1345/GOB.json"
3,2,0,2,30,4,153,3,19,2,10,0,9,0,8,2,"2019-05-12 22:20:01","1346","http://www.datosoficiales.com/resultados/CO/1/112/120/1346/GOB.json"
4,2,2,4,31,15,147,1,27,0,16,1,10,0,4,0,"2019-05-12 23:00:01","1347","http://www.datosoficiales.com/resultados/CO/1/112/120/1347/GOB.json"
1,5,1,5,26,8,144,2,24,0,11,1,12,0,14,5,"2019-05-12 23:40:01","1348","http://www.datosoficiales.com/resultados/CO/1/112/120/1348/GOB.json"
0,1,1,4,34,5,112,2,15,0,11,0,19,0,17,0,"2019-05-12 22:45:02","1349","http://www.datosoficiales.com/resultados/CO/1/112/120/1349/GOB.json"
4,1,1,2,36,7,154,1,25,0,10,0,8,0,8,0,"2019-05-12 22:25:01","1350","http://www.datosoficiales.com/resultados/CO/1/112/120/1350/GOB.json"
1,1,2,4,29,11,127,7,18,0,13,2,23,0,3,0,"2019-05-12 23:20:01","1351","http://www.datosoficiales.com/resultados/CO/1/112/120/1351/GOB.json"
1,8,0,4,35,10,129,2,30,0,16,0,19,0,5,0,"2019-05-12 22:45:02","1352","http://www.datosoficiales.com/resultados/CO/1/112/120/1352/GOB.json"
1,3,0,5,31,7,145,3,18,1,10,1,9,0,10,0,"2019-05-12 23:30:01","1353","http://www.datosoficiales.com/resultados/CO/1/112/121/1353/GOB.json"
0,4,0,3,31,9,133,5,26,1,7,0,15,0,9,0,"2019-05-13 02:35:01","1354","http://www.datosoficiales.com/resultados/CO/1/112/121/1354/GOB.json"
1,2,1,1,27,7,137,3,15,0,10,0,16,0,8,0,"2019-05-12 23:40:01","1355","http://www.datosoficiales.com/resultados/CO/1/112/121/1355/GOB.json"
2,5,1,2,31,12,144,3,16,1,24,1,6,0,3,0,"2019-05-12 23:30:01","1356","http://www.datosoficiales.com/resultados/CO/1/112/121/1356/GOB.json"
2,8,2,2,20,9,120,2,15,0,11,2,15,0,8,0,"2019-05-12 23:45:01","1357","http://www.datosoficiales.com/resultados/CO/1/112/121/1357/GOB.json"
1,4,0,5,23,8,140,4,17,1,12,1,8,0,15,0,"2019-05-12 23:45:01","1358","http://www.datosoficiales.com/resultados/CO/1/112/121/1358/GOB.json"
3,2,0,5,56,15,136,3,17,0,15,1,12,0,10,0,"2019-05-12 23:45:01","1359","http://www.datosoficiales.com/resultados/CO/1/112/122/1359/GOB.json"
0,6,2,4,59,14,126,5,17,0,22,0,9,0,7,5,"2019-05-12 23:00:01","1360","http://www.datosoficiales.com/resultados/CO/1/112/122/1360/GOB.json"
1,9,0,3,36,10,135,4,22,1,15,0,12,0,15,0,"2019-05-12 22:55:02","1361","http://www.datosoficiales.com/resultados/CO/1/112/122/1361/GOB.json"
3,5,0,8,48,6,130,5,23,1,17,1,10,0,9,1,"2019-05-12 22:45:02","1362","http://www.datosoficiales.com/resultados/CO/1/112/122/1362/GOB.json"
3,7,2,3,61,13,113,0,16,1,27,0,10,0,13,0,"2019-05-12 21:40:01","1363","http://www.datosoficiales.com/resultados/CO/1/112/122/1363/GOB.json"
1,2,0,5,50,15,128,4,25,2,16,0,18,1,10,0,"2019-05-12 22:10:01","1364","http://www.datosoficiales.com/resultados/CO/1/112/122/1364/GOB.json"
4,2,0,7,51,8,144,6,19,1,11,0,9,0,4,0,"2019-05-12 22:50:01","1365","http://www.datosoficiales.com/resultados/CO/1/112/122/1365/GOB.json"
0,8,0,2,52,9,122,6,17,0,20,1,10,0,7,0,"2019-05-12 23:20:01","1366","http://www.datosoficiales.com/resultados/CO/1/112/122/1366/GOB.json"
2,6,1,8,49,11,131,3,28,0,23,1,5,0,5,1,"2019-05-12 21:25:01","1367","http://www.datosoficiales.com/resultados/CO/1/112/122/1367/GOB.json"
3,5,1,8,44,13,117,6,24,0,24,0,13,0,4,0,"2019-05-12 21:25:01","1368","http://www.datosoficiales.com/resultados/CO/1/112/122/1368/GOB.json"
1,2,1,7,51,17,131,5,18,0,19,0,10,1,13,0,"2019-05-13 01:35:01","1369","http://www.datosoficiales.com/resultados/CO/1/112/123/1369/GOB.json"
0,5,3,6,39,20,120,7,15,1,19,2,11,1,8,0,"2019-05-12 23:00:01","1370","http://www.datosoficiales.com/resultados/CO/1/112/123/1370/GOB.json"
1,5,2,3,54,11,124,1,35,0,14,0,6,1,4,1,"2019-05-13 01:35:01","1371","http://www.datosoficiales.com/resultados/CO/1/112/123/1371/GOB.json"
1,3,1,8,53,13,127,5,20,0,15,1,11,0,6,0,"2019-05-12 23:35:01","1372","http://www.datosoficiales.com/resultados/CO/1/112/123/1372/GOB.json"
3,7,0,8,53,8,129,3,28,0,21,0,8,0,8,0,"2019-05-13 01:30:01","1373","http://www.datosoficiales.com/resultados/CO/1/112/123/1373/GOB.json"
1,8,1,8,45,12,127,2,19,0,22,2,10,0,4,0,"2019-05-12 23:05:01","1374","http://www.datosoficiales.com/resultados/CO/1/112/123/1374/GOB.json"
1,4,0,5,41,18,129,4,31,0,18,1,9,0,7,0,"2019-05-13 01:35:01","1375","http://www.datosoficiales.com/resultados/CO/1/112/123/1375/GOB.json"
3,7,0,4,63,8,133,2,23,1,16,0,3,0,9,3,"2019-05-12 23:15:01","1376","http://www.datosoficiales.com/resultados/CO/1/112/123/1376/GOB.json"
1,3,2,4,39,14,127,4,20,5,15,0,14,0,30,0,"2019-05-12 23:20:01","1377","http://www.datosoficiales.com/resultados/CO/1/112/123/1377/GOB.json"
3,4,0,4,40,7,146,3,16,0,19,1,11,0,8,0,"2019-05-12 22:15:01","1378","http://www.datosoficiales.com/resultados/CO/1/112/123/1378/GOB.json"
0,8,1,8,54,11,134,1,24,0,15,0,10,0,8,0,"2019-05-13 01:35:01","1379","http://www.datosoficiales.com/resultados/CO/1/112/123/1379/GOB.json"
2,8,1,2,54,17,113,2,23,2,20,3,9,0,11,0,"2019-05-12 22:50:01","1380","http://www.datosoficiales.com/resultados/CO/1/112/123/1380/GOB.json"
4,3,1,5,48,13,112,3,19,0,23,2,10,0,11,0,"2019-05-12 21:25:01","1381","http://www.datosoficiales.com/resultados/CO/1/112/123/1381/GOB.json"
1,4,0,14,60,21,119,6,25,1,23,2,2,0,2,0,"2019-05-12 22:40:01","1382","http://www.datosoficiales.com/resultados/CO/1/112/124/1382/GOB.json"
0,13,0,3,31,14,133,6,17,1,24,0,12,0,11,2,"2019-05-12 22:55:02","1383","http://www.datosoficiales.com/resultados/CO/1/112/124/1383/GOB.json"
3,4,1,11,45,6,142,3,15,0,26,0,17,0,0,1,"2019-05-12 22:35:01","1384","http://www.datosoficiales.com/resultados/CO/1/112/124/1384/GOB.json"
0,7,1,2,57,12,113,4,25,0,18,1,8,0,4,1,"2019-05-12 22:20:01","1385","http://www.datosoficiales.com/resultados/CO/1/112/124/1385/GOB.json"
4,13,2,6,53,14,119,4,14,0,19,1,17,0,10,1,"2019-05-13 01:35:01","1386","http://www.datosoficiales.com/resultados/CO/1/112/124/1386/GOB.json"
3,11,0,3,56,6,129,4,20,0,19,0,9,0,6,0,"2019-05-12 23:40:01","1387","http://www.datosoficiales.com/resultados/CO/1/112/124/1387/GOB.json"
3,4,0,2,52,8,127,4,23,0,21,0,5,0,6,4,"2019-05-12 23:05:01","1388","http://www.datosoficiales.com/resultados/CO/1/112/124/1388/GOB.json"
2,2,1,7,54,11,124,3,16,3,23,0,6,0,7,1,"2019-05-12 23:40:01","1389","http://www.datosoficiales.com/resultados/CO/1/112/125/1389/GOB.json"
0,6,0,0,50,12,134,3,30,0,14,0,13,0,8,1,"2019-05-12 22:40:01","1390","http://www.datosoficiales.com/resultados/CO/1/112/125/1390/GOB.json"
1,3,1,5,58,10,123,6,20,0,26,0,6,0,6,0,"2019-05-12 23:20:01","1391","http://www.datosoficiales.com/resultados/CO/1/112/125/1391/GOB.json"
3,5,1,0,55,8,109,1,24,1,32,0,11,0,5,6,"2019-05-12 22:00:01","1392","http://www.datosoficiales.com/resultados/CO/1/112/125/1392/GOB.json"
1,4,1,5,51,8,126,2,15,0,24,1,7,1,12,2,"2019-05-12 22:40:01","1393","http://www.datosoficiales.com/resultados/CO/1/112/125/1393/GOB.json"
2,13,0,4,45,10,130,0,17,0,18,0,7,0,7,0,"2019-05-12 22:20:01","1394","http://www.datosoficiales.com/resultados/CO/1/112/125/1394/GOB.json"
1,6,1,8,50,13,114,8,24,0,26,0,6,0,9,1,"2019-05-12 22:35:01","1395","http://www.datosoficiales.com/resultados/CO/1/112/125/1395/GOB.json"
2,2,0,3,57,12,92,3,13,1,11,2,12,0,0,10,"2019-05-12 22:25:01","1396","http://www.datosoficiales.com/resultados/CO/1/112/126/1396/GOB.json"
1,4,0,7,52,18,95,3,17,0,22,0,8,0,8,0,"2019-05-13 00:15:01","1398","http://www.datosoficiales.com/resultados/CO/1/112/126/1398/GOB.json"
5,5,0,8,49,15,121,4,12,0,11,0,10,0,4,0,"2019-05-12 22:05:01","1399","http://www.datosoficiales.com/resultados/CO/1/112/126/1399/GOB.json"
1,5,0,3,48,22,98,2,29,0,23,2,7,0,5,1,"2019-05-12 22:55:02","1400","http://www.datosoficiales.com/resultados/CO/1/112/126/1400/GOB.json"
6,9,1,4,59,18,90,2,21,0,20,1,8,0,6,0,"2019-05-12 21:45:01","1401","http://www.datosoficiales.com/resultados/CO/1/112/126/1401/GOB.json"
5,1,0,9,49,12,112,4,18,1,16,0,11,0,1,2,"2019-05-12 23:40:01","1402","http://www.datosoficiales.com/resultados/CO/1/112/126/1402/GOB.json"
3,9,3,8,60,25,92,0,16,0,13,0,4,0,3,0,"2019-05-12 23:25:01","1403","http://www.datosoficiales.com/resultados/CO/1/112/126/1403/GOB.json"
2,3,1,13,60,24,103,1,15,0,13,0,0,7,7,0,"2019-05-12 22:40:01","1404","http://www.datosoficiales.com/resultados/CO/1/112/126/1404/GOB.json"
4,4,0,5,40,13,103,0,20,0,21,0,10,2,8,2,"2019-05-12 23:40:01","1405","http://www.datosoficiales.com/resultados/CO/1/112/126/1405/GOB.json"
3,6,1,4,54,21,88,0,32,1,14,2,5,0,9,2,"2019-05-12 23:40:01","1406","http://www.datosoficiales.com/resultados/CO/1/112/126/1406/GOB.json"
1,3,0,5,45,18,116,3,18,0,16,1,14,0,3,2,"2019-05-12 23:35:01","1407","http://www.datosoficiales.com/resultados/CO/1/112/126/1407/GOB.json"
4,4,0,12,50,10,101,3,13,0,13,0,5,0,6,4,"2019-05-12 21:55:01","1408","http://www.datosoficiales.com/resultados/CO/1/112/126/1408/GOB.json"
5,2,2,7,46,19,99,6,16,1,19,2,14,0,6,2,"2019-05-13 02:35:01","1409","http://www.datosoficiales.com/resultados/CO/1/112/126/1409/GOB.json"
2,6,2,11,63,18,94,5,19,0,12,0,9,0,3,0,"2019-05-12 23:40:01","1410","http://www.datosoficiales.com/resultados/CO/1/112/126/1410/GOB.json"
5,5,0,9,44,9,128,2,23,0,6,2,6,1,2,1,"2019-05-12 22:40:01","1412","http://www.datosoficiales.com/resultados/CO/1/112/126/1412/GOB.json"
2,0,0,6,26,5,42,0,3,0,15,0,7,0,7,2,"2019-05-12 23:15:01","1413","http://www.datosoficiales.com/resultados/CO/1/112/126/1413/GOB.json"
3,5,0,13,45,23,93,2,20,0,11,3,11,0,5,0,"2019-05-12 22:55:02","1414","http://www.datosoficiales.com/resultados/CO/1/112/126/1414/GOB.json"
3,1,0,8,52,14,96,2,28,2,8,1,14,0,4,0,"2019-05-12 21:50:01","1415","http://www.datosoficiales.com/resultados/CO/1/112/126/1415/GOB.json"
4,4,1,5,22,12,87,0,28,17,41,0,4,0,2,6,"2019-05-13 00:15:01","1416","http://www.datosoficiales.com/resultados/CO/1/112/126/1416/GOB.json"
0,3,1,6,50,14,106,3,25,0,20,0,6,0,3,0,"2019-05-12 23:50:01","1417","http://www.datosoficiales.com/resultados/CO/1/112/126/1417/GOB.json"
2,4,1,7,53,13,101,1,23,0,26,1,6,0,5,1,"2019-05-12 21:20:01","1418","http://www.datosoficiales.com/resultados/CO/1/112/126/1418/GOB.json"
2,5,1,11,29,16,106,3,20,1,14,2,11,0,6,1,"2019-05-12 22:10:01","1419","http://www.datosoficiales.com/resultados/CO/1/112/126/1419/GOB.json"
