"clase_ubicacion","descripcion_ubicacion","id_ubicacion"
"Distrito","Provincia de Córdoba","CO"
"Departamento","Capital","CO.1"
"Localidad","Córdoba","CO.1.112"
"Establecimiento","ESC BANDERA ARGENTINA","CO.1.112.133"
"Mesa","1524","CO.1.112.133.1524"
"Mesa","1525","CO.1.112.133.1525"
"Mesa","1526","CO.1.112.133.1526"
"Mesa","1527","CO.1.112.133.1527"
"Mesa","1528","CO.1.112.133.1528"
"Mesa","1529","CO.1.112.133.1529"
"Mesa","1530","CO.1.112.133.1530"
"Mesa","1531","CO.1.112.133.1531"
"Mesa","1532","CO.1.112.133.1532"
"Mesa","1533","CO.1.112.133.1533"
"Mesa","1534","CO.1.112.133.1534"
"Establecimiento","ESCUELA DON ORIONE","CO.1.112.134"
"Mesa","1535","CO.1.112.134.1535"
"Mesa","1536","CO.1.112.134.1536"
"Mesa","1537","CO.1.112.134.1537"
"Mesa","1538","CO.1.112.134.1538"
"Mesa","1539","CO.1.112.134.1539"
"Mesa","1540","CO.1.112.134.1540"
"Mesa","1541","CO.1.112.134.1541"
"Mesa","1542","CO.1.112.134.1542"
"Mesa","1543","CO.1.112.134.1543"
"Mesa","1544","CO.1.112.134.1544"
"Mesa","1545","CO.1.112.134.1545"
"Mesa","1546","CO.1.112.134.1546"
"Establecimiento","ESC MUNIC FERNANDEZ ORDOÑEZ","CO.1.112.135"
"Mesa","1547","CO.1.112.135.1547"
"Mesa","1548","CO.1.112.135.1548"
"Mesa","1549","CO.1.112.135.1549"
"Mesa","1550","CO.1.112.135.1550"
"Mesa","1551","CO.1.112.135.1551"
"Mesa","1552","CO.1.112.135.1552"
"Mesa","1553","CO.1.112.135.1553"
"Establecimiento","ESC BENITO SORIA","CO.1.112.136"
"Mesa","1560","CO.1.112.136.1560"
"Mesa","1561","CO.1.112.136.1561"
"Mesa","1562","CO.1.112.136.1562"
"Mesa","1563","CO.1.112.136.1563"
"Mesa","1564","CO.1.112.136.1564"
"Mesa","1565","CO.1.112.136.1565"
"Mesa","1566","CO.1.112.136.1566"
"Mesa","1567","CO.1.112.136.1567"
"Mesa","1568","CO.1.112.136.1568"
"Mesa","1569","CO.1.112.136.1569"
"Mesa","1570","CO.1.112.136.1570"
"Mesa","1571","CO.1.112.136.1571"
"Establecimiento","ESC PROV DE SGO DEL ESTERO","CO.1.112.137"
"Mesa","1583","CO.1.112.137.1583"
"Mesa","1584","CO.1.112.137.1584"
"Mesa","1585","CO.1.112.137.1585"
"Mesa","1586","CO.1.112.137.1586"
"Mesa","1587","CO.1.112.137.1587"
"Mesa","1588","CO.1.112.137.1588"
"Mesa","1589","CO.1.112.137.1589"
"Mesa","1590","CO.1.112.137.1590"
"Establecimiento","ESC MARTA JUANA GONZALEZ","CO.1.112.138"
"Mesa","1591","CO.1.112.138.1591"
"Mesa","1592","CO.1.112.138.1592"
"Mesa","1593","CO.1.112.138.1593"
"Mesa","1594","CO.1.112.138.1594"
"Mesa","1595","CO.1.112.138.1595"
"Mesa","1596","CO.1.112.138.1596"
"Mesa","1597","CO.1.112.138.1597"
"Mesa","1598","CO.1.112.138.1598"
"Mesa","1599","CO.1.112.138.1599"
"Mesa","1600","CO.1.112.138.1600"
"Establecimiento","ESC MUNIC ALICIA MOREAU DE JUS","CO.1.112.139"
"Mesa","1601","CO.1.112.139.1601"
"Mesa","1602","CO.1.112.139.1602"
"Mesa","1603","CO.1.112.139.1603"
"Mesa","1604","CO.1.112.139.1604"
"Mesa","1605","CO.1.112.139.1605"
"Mesa","1606","CO.1.112.139.1606"
"Mesa","1607","CO.1.112.139.1607"
"Mesa","1608","CO.1.112.139.1608"
"Establecimiento","FAC DE CIENCIAS ECONOMICAS","CO.1.112.14"
"Mesa","169","CO.1.112.14.169"
"Mesa","170","CO.1.112.14.170"
"Mesa","171","CO.1.112.14.171"
"Mesa","172","CO.1.112.14.172"
"Mesa","173","CO.1.112.14.173"
"Mesa","174","CO.1.112.14.174"
"Mesa","175","CO.1.112.14.175"
"Mesa","176","CO.1.112.14.176"
"Mesa","177","CO.1.112.14.177"
"Mesa","178","CO.1.112.14.178"
"Establecimiento","ESC PTE DR ARTURO U ILLIA","CO.1.112.140"
"Mesa","1609","CO.1.112.140.1609"
"Mesa","1610","CO.1.112.140.1610"
"Mesa","1611","CO.1.112.140.1611"
"Mesa","1612","CO.1.112.140.1612"
"Mesa","1613","CO.1.112.140.1613"
"Mesa","1614","CO.1.112.140.1614"
"Mesa","1615","CO.1.112.140.1615"
"Mesa","1616","CO.1.112.140.1616"
"Mesa","1617","CO.1.112.140.1617"
"Mesa","1618","CO.1.112.140.1618"
"Mesa","1619","CO.1.112.140.1619"
"Establecimiento","COL SAN JOSE OBRERO","CO.1.112.141"
"Mesa","1620","CO.1.112.141.1620"
"Mesa","1621","CO.1.112.141.1621"
"Mesa","1622","CO.1.112.141.1622"
"Mesa","1623","CO.1.112.141.1623"
"Mesa","1624","CO.1.112.141.1624"
"Mesa","1625","CO.1.112.141.1625"
"Establecimiento","J DE INF DR ARTURO U ILLIA","CO.1.112.142"
"Mesa","1626","CO.1.112.142.1626"
"Mesa","1627","CO.1.112.142.1627"
"Mesa","1628","CO.1.112.142.1628"
"Mesa","1629","CO.1.112.142.1629"
"Establecimiento","ESC VICENTE FORESTIERI","CO.1.112.143"
"Mesa","1630","CO.1.112.143.1630"
"Mesa","1631","CO.1.112.143.1631"
"Mesa","1632","CO.1.112.143.1632"
"Mesa","1633","CO.1.112.143.1633"
"Mesa","1634","CO.1.112.143.1634"
"Mesa","1635","CO.1.112.143.1635"
"Mesa","1636","CO.1.112.143.1636"
"Mesa","1637","CO.1.112.143.1637"
"Mesa","1638","CO.1.112.143.1638"
"Establecimiento","ESC ISABEL LA CATOLICA","CO.1.112.144"
"Mesa","1659","CO.1.112.144.1659"
"Mesa","1660","CO.1.112.144.1660"
"Mesa","1661","CO.1.112.144.1661"
"Mesa","1662","CO.1.112.144.1662"
"Mesa","1663","CO.1.112.144.1663"
"Mesa","1664","CO.1.112.144.1664"
"Mesa","1665","CO.1.112.144.1665"
"Mesa","1666","CO.1.112.144.1666"
"Mesa","1667","CO.1.112.144.1667"
"Mesa","1668","CO.1.112.144.1668"
"Mesa","1669","CO.1.112.144.1669"
"Mesa","1670","CO.1.112.144.1670"
"Mesa","1671","CO.1.112.144.1671"
"Mesa","1672","CO.1.112.144.1672"
"Establecimiento","ESC PQUIAL SAN JOSE","CO.1.112.145"
"Mesa","1673","CO.1.112.145.1673"
"Mesa","1674","CO.1.112.145.1674"
"Mesa","1675","CO.1.112.145.1675"
"Mesa","1676","CO.1.112.145.1676"
"Mesa","1677","CO.1.112.145.1677"
"Mesa","1678","CO.1.112.145.1678"
